iso3,country,year,lat,lon,pop_count,pop_share,rainfall_year,population_weight_year
GTM,Guatemala,2007,13.77499771118164,-90.17500305175781,1473.272137761855,9.372643198048897e-05,2007,2015
GTM,Guatemala,2007,13.77499771118164,-90.12500762939453,3348.722890138626,0.0002130386098666711,2007,2015
GTM,Guatemala,2007,13.824996948242188,-90.2750015258789,4806.128356933594,0.00030575563807238025,2007,2015
GTM,Guatemala,2007,13.824996948242188,-90.22500610351562,2452.9895935058594,0.00015605396748617374,2007,2015
GTM,Guatemala,2007,13.824996948242188,-90.17500305175781,4890.74897813797,0.0003111390215588198,2007,2015
GTM,Guatemala,2007,13.824996948242188,-90.12500762939453,4697.6453495025635,0.0002988541804554122,2007,2015
GTM,Guatemala,2007,13.874996185302734,-90.42500305175781,2176.1694968938828,0.0001384432631967747,2007,2015
GTM,Guatemala,2007,13.874996185302734,-90.37500762939453,672.0590539574623,4.2754963996880894e-05,2007,2015
GTM,Guatemala,2007,13.874996185302734,-90.32500457763672,667.0065204501384,4.243353258854465e-05,2007,2015
GTM,Guatemala,2007,13.874996185302734,-90.2750015258789,3797.737533017993,0.0002416039640231747,2007,2015
GTM,Guatemala,2007,13.874996185302734,-90.22500610351562,771.7885968834162,4.9099544866844784e-05,2007,2015
GTM,Guatemala,2007,13.874996185302734,-90.17500305175781,1587.9392424823081,0.00010102130868080324,2007,2015
GTM,Guatemala,2007,13.874996185302734,-90.12500762939453,5475.367089510011,0.00034833117923670475,2007,2015
GTM,Guatemala,2007,13.924999237060547,-91.12500762939453,4945.678185224533,0.000314633500589396,2007,2015
GTM,Guatemala,2007,13.924999237060547,-91.07500457763672,1818.328358054161,0.0001156781729601308,2007,2015
GTM,Guatemala,2007,13.924999237060547,-91.0250015258789,858.2342875004671,5.459903537776564e-05,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.97500610351562,3001.384502053261,0.00019094168223824818,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.92500305175781,3193.5276886228357,0.00020316542206535586,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.87500762939453,7194.858647346497,0.0004577215657143978,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.82500457763672,21101.88220691681,0.0013424567509513156,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.7750015258789,9861.10434007672,0.0006273424315122042,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.62500762939453,2284.7145497202873,0.0001453486680094985,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.57500457763672,3629.3363537044065,0.00023089064007316302,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.5250015258789,2982.7599242329597,0.0001897568263100748,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.47500610351562,1051.688708692789,6.69061931556574e-05,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.42500305175781,1447.411606118917,9.208124009917551e-05,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.37500762939453,1054.6574654579163,6.709505913084378e-05,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.32500457763672,799.0921418072868,5.08365381761875e-05,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.2750015258789,2407.2419935465578,0.00015314360272330657,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.22500610351562,1717.5632638337543,0.00010926771252489576,2007,2015
GTM,Guatemala,2007,13.924999237060547,-90.17500305175781,1870.3603096309841,0.00011898833477292788,2007,2015
