iso3,country,year,month,year_month,date,monthly_total_mm_pop,monthly_mean_daily_mm_pop,monthly_max_1d_mm_pop,monthly_max_3d_mm_pop,monthly_max_5d_mm_pop,monthly_p95_daily_mm_pop,monthly_p99_daily_mm_pop,monthly_n_days_above_20mm_pop,monthly_n_days_above_50mm_pop,n_days_observed,population_weight_year
VCT,Saint Vincent and the Grenadines,2007,1,2007-01,2007-01-01,63.167852467278344,2.037672660234785,10.26017307900729,17.902203596984997,22.14120527865819,9.365153832973881,10.209743975918018,0,0,31,2015
VCT,Saint Vincent and the Grenadines,2007,2,2007-02,2007-02-01,48.11281669972435,1.7183148821330125,14.132928998837878,21.310281138496066,22.69974669352031,7.419891405511558,12.33878515077846,0,0,28,2015
VCT,Saint Vincent and the Grenadines,2007,3,2007-03,2007-03-01,31.30769797308641,1.0099257410673035,8.038545063938313,12.771604071507781,13.923162813618816,6.3858020357538905,7.797499064947739,0,0,31,2015
VCT,Saint Vincent and the Grenadines,2007,4,2007-04,2007-04-01,92.62788945192025,3.0875963150640087,90.2627343986592,103.03433847016699,104.86786852315976,1.247672779266746,64.618265138416,1,1,30,2015
VCT,Saint Vincent and the Grenadines,2007,5,2007-05,2007-05-01,43.31763069601827,1.3973429256780088,14.87611092576679,17.232046747550754,22.605715971414686,8.616023373775375,13.264010158607606,0,0,31,2015
VCT,Saint Vincent and the Grenadines,2007,6,2007-06,2007-06-01,111.41627091196666,3.7138756970655553,69.1958702141089,69.1958702141089,69.1958702141089,22.57381137048434,60.73452681889413,2,1,30,2015
VCT,Saint Vincent and the Grenadines,2007,7,2007-07,2007-07-01,94.94956061030965,3.0628890519454726,21.61759399198775,39.883176820725325,61.50077081271307,19.941588410362662,21.56008008368868,2,0,31,2015
VCT,Saint Vincent and the Grenadines,2007,8,2007-08,2007-08-01,261.93685345130814,8.449575917784134,48.99194294947683,71.97668879480317,86.1048787639377,32.49220071225724,45.61755254988994,7,0,31,2015
VCT,Saint Vincent and the Grenadines,2007,9,2007-09,2007-09-01,143.00017695408505,4.766672565136168,63.81655102926491,99.31516527086636,99.31516527086636,20.2535289933713,52.02665394179692,2,1,30,2015
VCT,Saint Vincent and the Grenadines,2007,10,2007-10,2007-10-01,232.3636534051487,7.495601722746732,45.2430146343073,78.40648322852473,99.98777164871515,31.824798365420612,42.3462520366053,5,0,31,2015
VCT,Saint Vincent and the Grenadines,2007,11,2007-11,2007-11-01,77.10067114601554,2.5700223715338515,15.77108286298886,24.3250982161086,34.99924783504032,12.480174896689606,15.116097230654585,0,0,30,2015
