iso3,country,year,lat,lon,pop_count,pop_share,rainfall_year,population_weight_year
PAN,Panama,2007,7.224998474121094,-80.87500762939453,5.339844673878737,1.4105913001627107e-06,2007,2015
PAN,Panama,2007,7.224998474121094,-80.82500457763672,17.98648848405894,4.751371196282569e-06,2007,2015
PAN,Panama,2007,7.224998474121094,-80.7750015258789,36.09515911806375,9.535018439580498e-06,2007,2015
PAN,Panama,2007,7.224998474121094,-80.72500610351562,15.973253429197502,4.2195482637800515e-06,2007,2015
PAN,Panama,2007,7.224998474121094,-80.67500305175781,18.428501307964325,4.868134788117235e-06,2007,2015
PAN,Panama,2007,7.274997711181641,-80.87500762939453,71.60857108236138,1.8916360597524727e-05,2007,2015
PAN,Panama,2007,7.274997711181641,-80.82500457763672,1.8132766298949718,4.790012435062623e-07,2007,2015
PAN,Panama,2007,7.274997711181641,-80.7750015258789,0.0,0.0,2007,2015
PAN,Panama,2007,7.274997711181641,-80.72500610351562,0.8207110465203717,2.1680178598306548e-07,2007,2015
PAN,Panama,2007,7.274997711181641,-80.67500305175781,5.252513378932261,1.3875215720325923e-06,2007,2015
PAN,Panama,2007,7.274997711181641,-80.62500762939453,11.061742424984406,2.9221070241336597e-06,2007,2015
PAN,Panama,2007,7.274997711181641,-80.57500457763672,24.129396818578243,6.374102489714704e-06,2007,2015
PAN,Panama,2007,7.274997711181641,-80.5250015258789,89.85804625600576,2.3737203240833183e-05,2007,2015
PAN,Panama,2007,7.274997711181641,-80.47500610351562,319.4134726524353,8.437733552107381e-05,2007,2015
PAN,Panama,2007,7.274997711181641,-80.42500305175781,167.74561911821365,4.431224603330724e-05,2007,2015
PAN,Panama,2007,7.274997711181641,-77.92500305175781,0.0,0.0,2007,2015
PAN,Panama,2007,7.3249969482421875,-81.62500762939453,2.0965230464935303,5.538245680517625e-07,2007,2015
PAN,Panama,2007,7.3249969482421875,-80.87500762939453,112.47304463402749,2.9711257153165333e-05,2007,2015
PAN,Panama,2007,7.3249969482421875,-80.82500457763672,7.89995114320054,2.086877621894326e-06,2007,2015
PAN,Panama,2007,7.3249969482421875,-80.7750015258789,1.5197966117411852,4.0147457640966673e-07,2007,2015
PAN,Panama,2007,7.3249969482421875,-80.72500610351562,0.44744443893432617,1.1819842549998465e-07,2007,2015
PAN,Panama,2007,7.3249969482421875,-80.67500305175781,6.6329236924648285,1.7521753958505656e-06,2007,2015
PAN,Panama,2007,7.3249969482421875,-80.62500762939453,7.269633889198303,1.920370899482086e-06,2007,2015
PAN,Panama,2007,7.3249969482421875,-80.57500457763672,10.329964131116867,2.7287980127260928e-06,2007,2015
PAN,Panama,2007,7.3249969482421875,-80.5250015258789,35.67796303518792,9.42481052139041e-06,2007,2015
PAN,Panama,2007,7.3249969482421875,-80.47500610351562,282.7074472717991,7.468094859829327e-05,2007,2015
PAN,Panama,2007,7.3249969482421875,-80.42500305175781,183.5106099396944,4.847677894729041e-05,2007,2015
PAN,Panama,2007,7.3249969482421875,-80.37500762939453,116.71662306786342,3.083225508211427e-05,2007,2015
PAN,Panama,2007,7.3249969482421875,-77.97500610351562,1.050447940826416,2.774898554356762e-07,2007,2015
PAN,Panama,2007,7.3249969482421875,-77.92500305175781,0.0,0.0,2007,2015
PAN,Panama,2007,7.3249969482421875,-77.87500762939453,0.9663512706756592,2.5527459665341215e-07,2007,2015
PAN,Panama,2007,7.375,-81.72500610351562,0.0,0.0,2007,2015
PAN,Panama,2007,7.375,-81.67500305175781,2.9314587116241455,7.743839770529461e-07,2007,2015
PAN,Panama,2007,7.375,-81.62500762939453,0.7247529625892639,1.914531763061508e-07,2007,2015
PAN,Panama,2007,7.375,-80.87500762939453,327.095765078461,8.640671568534482e-05,2007,2015
PAN,Panama,2007,7.375,-80.82500457763672,194.00405375101155,5.12487623013003e-05,2007,2015
PAN,Panama,2007,7.375,-80.7750015258789,80.67247570126935,2.1310712078098625e-05,2007,2015
PAN,Panama,2007,7.375,-80.72500610351562,12.825171399861574,3.3879403437028105e-06,2007,2015
PAN,Panama,2007,7.375,-80.67500305175781,14.024517685174942,3.7047636858163606e-06,2007,2015
PAN,Panama,2007,7.375,-80.62500762939453,2.6115474701782366,6.898751492558888e-07,2007,2015
PAN,Panama,2007,7.375,-80.57500457763672,18.176998529597572,4.801696969641665e-06,2007,2015
PAN,Panama,2007,7.375,-80.5250015258789,104.08825510181487,2.749630299435021e-05,2007,2015
PAN,Panama,2007,7.375,-80.47500610351562,219.3412719965845,5.794192695501448e-05,2007,2015
