iso3,country,year,month,year_month,date,monthly_total_mm_pop,monthly_mean_daily_mm_pop,monthly_max_1d_mm_pop,monthly_max_3d_mm_pop,monthly_max_5d_mm_pop,monthly_p95_daily_mm_pop,monthly_p99_daily_mm_pop,monthly_n_days_above_20mm_pop,monthly_n_days_above_50mm_pop,n_days_observed
KNA,Saint Kitts and Nevis,2007,1,2007-01,2007-01-01,70.12223065611066,2.2620074405196986,14.446304782345539,25.616902662836864,25.616902662836864,10.321048828973014,13.242134173012186,0,0,31
KNA,Saint Kitts and Nevis,2007,2,2007-02,2007-02-01,38.85304556480065,1.387608770171452,10.399555168287833,19.58882796328922,19.596570055492467,7.940894548739113,10.072778927500494,0,0,28
KNA,Saint Kitts and Nevis,2007,3,2007-03,2007-03-01,55.94795700722285,1.804772806684608,41.4920986863269,53.178186109034726,55.94795700722285,7.227929160447975,32.55029530724116,1,0,31
KNA,Saint Kitts and Nevis,2007,4,2007-04,2007-04-01,40.54366450247783,1.3514554834159278,37.02039747875017,37.02039747875017,37.02039747875017,1.937796863050205,27.30622964679367,1,0,30
KNA,Saint Kitts and Nevis,2007,5,2007-05,2007-05-01,26.51139170813881,0.85520618413351,7.025953204740835,12.015551969606152,12.015551969606152,4.180274722243869,6.415046872778178,0,0,31
KNA,Saint Kitts and Nevis,2007,6,2007-06,2007-06-01,56.56328431819355,1.8854428106064518,24.112243667428928,26.7853069884719,30.94209264320341,12.606764221878692,23.266450826829253,2,0,30
KNA,Saint Kitts and Nevis,2007,7,2007-07,2007-07-01,90.48149645938813,2.918757950302843,38.37160565584495,64.75287589571633,72.20654340866113,22.32811164529919,34.774505031052875,2,0,31
KNA,Saint Kitts and Nevis,2007,8,2007-08,2007-08-01,99.48876377965398,3.2093149606339995,31.65050768737624,49.12707704923325,69.48289147356704,19.211191703722868,28.262099708463495,2,0,31
KNA,Saint Kitts and Nevis,2007,9,2007-09,2007-09-01,99.47988667941024,3.315996222647008,24.58926470646259,33.15093746013094,33.15093746013094,22.327118075981993,24.296347408520063,3,0,30
KNA,Saint Kitts and Nevis,2007,10,2007-10,2007-10-01,199.3709326713603,6.431320408753558,52.170521039457846,104.09442631340941,112.23240201805744,43.085101069181704,50.09775234389056,3,1,31
KNA,Saint Kitts and Nevis,2007,11,2007-11,2007-11-01,42.59913842739,1.419971280913,9.89307270029595,16.405393367432225,26.06219987969402,7.5611731089514835,9.39435828949084,0,0,30
KNA,Saint Kitts and Nevis,2007,12,2007-12,2007-12-01,78.0418072636874,2.517477653667336,17.04494774409281,38.93357019983493,51.384347830742826,10.944311227871061,15.601736018403024,0,0,31
KNA,Saint Kitts and Nevis,2008,1,2008-01,2008-01-01,103.21327553378016,3.3294605010896827,90.65591184664203,92.92938945343289,94.05519821253428,1.8436488638770672,64.14118157468661,1,1,31
KNA,Saint Kitts and Nevis,2008,2,2008-02,2008-02-01,32.80358475550986,1.1311580950175815,9.743525687405617,11.917268713515034,13.852665281455007,6.104641823013692,8.888166567582795,0,0,29
KNA,Saint Kitts and Nevis,2008,3,2008-03,2008-03-01,40.3991761113399,1.3031992293980612,10.588971568306764,10.588971568306764,12.074935178174751,7.158355459783248,9.691369012031181,0,0,31
KNA,Saint Kitts and Nevis,2008,4,2008-04,2008-04-01,47.91128006547702,1.597042668849234,10.839349979442364,26.07281057730647,35.74272484166484,9.108180173002687,10.500213622068006,0,0,30
KNA,Saint Kitts and Nevis,2008,5,2008-05,2008-05-01,28.75463645428201,0.9275689178800649,6.722337400520017,11.63389922766574,16.729468269706636,5.782753044454044,6.646617294424169,0,0,31
KNA,Saint Kitts and Nevis,2008,6,2008-06,2008-06-01,74.60900742740891,2.4869669142469637,38.79576711099158,38.79576711099158,63.92345583587372,18.39081763758753,34.83202437901985,2,0,30
KNA,Saint Kitts and Nevis,2008,7,2008-07,2008-07-01,71.50341053140052,2.306561630045178,36.43613121208846,36.43613121208846,36.43613121208846,9.386279684867446,28.646397202950553,1,0,31
KNA,Saint Kitts and Nevis,2008,8,2008-08,2008-08-01,135.45663924194122,4.3695690078045555,26.414200601528442,59.13333210404602,83.23099397033855,25.128012714036466,26.337449489604033,5,0,31
KNA,Saint Kitts and Nevis,2008,9,2008-09,2008-09-01,192.48307646675661,6.416102548891887,72.33958072766697,87.93203368042536,126.56211617611719,33.46966106549687,62.56382624039421,4,1,30
KNA,Saint Kitts and Nevis,2008,10,2008-10,2008-10-01,211.25780091325316,6.814767771395263,91.5674099883547,139.04333640888052,172.63346801548425,27.905526556456255,74.497001935362,3,1,31
KNA,Saint Kitts and Nevis,2008,11,2008-11,2008-11-01,117.553465693157,3.9184488564385664,68.31305233998943,117.553465693157,117.553465693157,27.082227344242018,62.7819870338111,2,1,30
KNA,Saint Kitts and Nevis,2008,12,2008-12,2008-12-01,44.67346374770868,1.441079475732538,15.1647094855801,15.164709485580115,20.892838844034404,8.502055978369006,13.354269539789511,0,0,31
KNA,Saint Kitts and Nevis,2009,1,2009-01,2009-01-01,52.59379276132877,1.6965739600428635,12.725877298553284,20.377575091353933,20.377575091353933,8.664834239527249,11.811505314863451,0,0,31
KNA,Saint Kitts and Nevis,2009,2,2009-02,2009-02-01,33.53800205460424,1.197785787664437,8.404728730595984,16.058923290000898,19.59062164616366,7.481193074099446,8.350047304803686,0,0,28
KNA,Saint Kitts and Nevis,2009,3,2009-03,2009-03-01,35.40716002061243,1.1421664522778203,9.05327864748982,14.7443240753276,15.573572511869205,6.110778720475324,8.296448657176732,0,0,31
KNA,Saint Kitts and Nevis,2009,4,2009-04,2009-04-01,32.638759283476695,1.0879586427825565,9.675855867169677,11.210327793438132,13.290818624305999,5.614771919312227,8.523218461259171,0,0,30
KNA,Saint Kitts and Nevis,2009,5,2009-05,2009-05-01,75.8241318026664,2.4459397355698838,47.68856785550944,73.87914430205493,73.87914430205493,14.067781973578477,41.23917043282024,2,0,31
KNA,Saint Kitts and Nevis,2009,6,2009-06,2009-06-01,65.47109643539831,2.1823698811799437,12.813265690097493,27.945001629213387,33.93933160484633,11.726159886816198,12.57925958376067,0,0,30
KNA,Saint Kitts and Nevis,2009,7,2009-07,2009-07-01,72.66455525084291,2.344017911317513,59.49961505676185,59.49961505676185,59.49961505676185,6.582470097040532,45.53913600065315,1,1,31
KNA,Saint Kitts and Nevis,2009,8,2009-08,2009-08-01,73.70657736107314,2.377631527776553,39.21020511629684,39.21020511629684,39.21020511629684,10.91825000247686,30.899682899887495,1,0,31
KNA,Saint Kitts and Nevis,2009,9,2009-09,2009-09-01,103.96815333057737,3.4656051110192454,52.293303067339956,83.3443252929191,83.3443252929191,17.03013156406147,44.37322816875179,2,1,30
KNA,Saint Kitts and Nevis,2009,10,2009-10,2009-10-01,72.8570495118328,2.3502274036075095,34.73520110582898,36.22465341837293,41.59840607825859,17.11855016743815,30.899072828637085,2,0,31
KNA,Saint Kitts and Nevis,2009,11,2009-11,2009-11-01,113.7188502138823,3.7906283404627437,65.7129423758919,77.13610226743475,91.61218122784295,19.38500331976732,54.16696835394909,2,1,30
KNA,Saint Kitts and Nevis,2009,12,2009-12,2009-12-01,63.503566217312375,2.0485021360423348,63.503566217312375,63.503566217312375,63.503566217312375,0.0,44.452496352118615,1,1,31
KNA,Saint Kitts and Nevis,2010,1,2010-01,2010-01-01,57.64772070838745,1.85960389381895,12.931487231317321,13.95748254004042,21.826619435659623,8.511916945668563,11.720580723224812,0,0,31
