iso3,country,year,lat,lon,pop_count,pop_share,rainfall_year,population_weight_year
BRB,Barbados,2007,13.074996948242188,-59.525001525878906,27120.615976333618,0.12945078633594118,2007,2015
BRB,Barbados,2007,13.124996185302734,-59.62500762939453,56589.64392089844,0.2701108968330131,2007,2015
BRB,Barbados,2007,13.124996185302734,-59.57500457763672,24020.885387420654,0.11465530519662971,2007,2015
BRB,Barbados,2007,13.124996185302734,-59.525001525878906,10516.743560910225,0.050198001580837245,2007,2015
BRB,Barbados,2007,13.124996185302734,-59.475006103515625,11811.070930480957,0.05637602113294745,2007,2015
BRB,Barbados,2007,13.174999237060547,-59.62500762939453,19558.23091316223,0.0933543829999335,2007,2015
BRB,Barbados,2007,13.174999237060547,-59.57500457763672,10612.887710571289,0.05065691209327125,2007,2015
BRB,Barbados,2007,13.174999237060547,-59.525001525878906,8416.338006019592,0.04017244939786913,2007,2015
BRB,Barbados,2007,13.174999237060547,-59.475006103515625,6196.990371704102,0.02957916874872548,2007,2015
BRB,Barbados,2007,13.224998474121094,-59.62500762939453,11570.078987121582,0.05522573027687984,2007,2015
BRB,Barbados,2007,13.224998474121094,-59.57500457763672,5611.480923175812,0.0267844439318094,2007,2015
BRB,Barbados,2007,13.27499771118164,-59.62500762939453,10381.39008140564,0.049551939029364805,2007,2015
BRB,Barbados,2007,13.27499771118164,-59.57500457763672,3399.5916679501534,0.016226763249820357,2007,2015
BRB,Barbados,2007,13.324996948242188,-59.62500762939453,3699.2754705026746,0.017657199192957565,2007,2015
BRB,Barbados,2008,13.074996948242188,-59.525001525878906,27120.615976333618,0.12945078633594118,2008,2015
BRB,Barbados,2008,13.124996185302734,-59.62500762939453,56589.64392089844,0.2701108968330131,2008,2015
BRB,Barbados,2008,13.124996185302734,-59.57500457763672,24020.885387420654,0.11465530519662971,2008,2015
BRB,Barbados,2008,13.124996185302734,-59.525001525878906,10516.743560910225,0.050198001580837245,2008,2015
BRB,Barbados,2008,13.124996185302734,-59.475006103515625,11811.070930480957,0.05637602113294745,2008,2015
BRB,Barbados,2008,13.174999237060547,-59.62500762939453,19558.23091316223,0.0933543829999335,2008,2015
BRB,Barbados,2008,13.174999237060547,-59.57500457763672,10612.887710571289,0.05065691209327125,2008,2015
BRB,Barbados,2008,13.174999237060547,-59.525001525878906,8416.338006019592,0.04017244939786913,2008,2015
BRB,Barbados,2008,13.174999237060547,-59.475006103515625,6196.990371704102,0.02957916874872548,2008,2015
BRB,Barbados,2008,13.224998474121094,-59.62500762939453,11570.078987121582,0.05522573027687984,2008,2015
BRB,Barbados,2008,13.224998474121094,-59.57500457763672,5611.480923175812,0.0267844439318094,2008,2015
BRB,Barbados,2008,13.27499771118164,-59.62500762939453,10381.39008140564,0.049551939029364805,2008,2015
BRB,Barbados,2008,13.27499771118164,-59.57500457763672,3399.5916679501534,0.016226763249820357,2008,2015
BRB,Barbados,2008,13.324996948242188,-59.62500762939453,3699.2754705026746,0.017657199192957565,2008,2015
BRB,Barbados,2009,13.074996948242188,-59.525001525878906,27120.615976333618,0.12945078633594118,2009,2015
BRB,Barbados,2009,13.124996185302734,-59.62500762939453,56589.64392089844,0.2701108968330131,2009,2015
BRB,Barbados,2009,13.124996185302734,-59.57500457763672,24020.885387420654,0.11465530519662971,2009,2015
BRB,Barbados,2009,13.124996185302734,-59.525001525878906,10516.743560910225,0.050198001580837245,2009,2015
BRB,Barbados,2009,13.124996185302734,-59.475006103515625,11811.070930480957,0.05637602113294745,2009,2015
BRB,Barbados,2009,13.174999237060547,-59.62500762939453,19558.23091316223,0.0933543829999335,2009,2015
BRB,Barbados,2009,13.174999237060547,-59.57500457763672,10612.887710571289,0.05065691209327125,2009,2015
BRB,Barbados,2009,13.174999237060547,-59.525001525878906,8416.338006019592,0.04017244939786913,2009,2015
BRB,Barbados,2009,13.174999237060547,-59.475006103515625,6196.990371704102,0.02957916874872548,2009,2015
BRB,Barbados,2009,13.224998474121094,-59.62500762939453,11570.078987121582,0.05522573027687984,2009,2015
BRB,Barbados,2009,13.224998474121094,-59.57500457763672,5611.480923175812,0.0267844439318094,2009,2015
BRB,Barbados,2009,13.27499771118164,-59.62500762939453,10381.39008140564,0.049551939029364805,2009,2015
BRB,Barbados,2009,13.27499771118164,-59.57500457763672,3399.5916679501534,0.016226763249820357,2009,2015
BRB,Barbados,2009,13.324996948242188,-59.62500762939453,3699.2754705026746,0.017657199192957565,2009,2015
BRB,Barbados,2010,13.074996948242188,-59.525001525878906,27120.615976333618,0.12945078633594118,2010,2015
BRB,Barbados,2010,13.124996185302734,-59.62500762939453,56589.64392089844,0.2701108968330131,2010,2015
BRB,Barbados,2010,13.124996185302734,-59.57500457763672,24020.885387420654,0.11465530519662971,2010,2015
BRB,Barbados,2010,13.124996185302734,-59.525001525878906,10516.743560910225,0.050198001580837245,2010,2015
BRB,Barbados,2010,13.124996185302734,-59.475006103515625,11811.070930480957,0.05637602113294745,2010,2015
BRB,Barbados,2010,13.174999237060547,-59.62500762939453,19558.23091316223,0.0933543829999335,2010,2015
BRB,Barbados,2010,13.174999237060547,-59.57500457763672,10612.887710571289,0.05065691209327125,2010,2015
BRB,Barbados,2010,13.174999237060547,-59.525001525878906,8416.338006019592,0.04017244939786913,2010,2015
BRB,Barbados,2010,13.174999237060547,-59.475006103515625,6196.990371704102,0.02957916874872548,2010,2015
BRB,Barbados,2010,13.224998474121094,-59.62500762939453,11570.078987121582,0.05522573027687984,2010,2015
BRB,Barbados,2010,13.224998474121094,-59.57500457763672,5611.480923175812,0.0267844439318094,2010,2015
BRB,Barbados,2010,13.27499771118164,-59.62500762939453,10381.39008140564,0.049551939029364805,2010,2015
BRB,Barbados,2010,13.27499771118164,-59.57500457763672,3399.5916679501534,0.016226763249820357,2010,2015
BRB,Barbados,2010,13.324996948242188,-59.62500762939453,3699.2754705026746,0.017657199192957565,2010,2015
BRB,Barbados,2011,13.074996948242188,-59.525001525878906,27120.615976333618,0.12945078633594118,2011,2015
BRB,Barbados,2011,13.124996185302734,-59.62500762939453,56589.64392089844,0.2701108968330131,2011,2015
BRB,Barbados,2011,13.124996185302734,-59.57500457763672,24020.885387420654,0.11465530519662971,2011,2015
BRB,Barbados,2011,13.124996185302734,-59.525001525878906,10516.743560910225,0.050198001580837245,2011,2015
BRB,Barbados,2011,13.124996185302734,-59.475006103515625,11811.070930480957,0.05637602113294745,2011,2015
BRB,Barbados,2011,13.174999237060547,-59.62500762939453,19558.23091316223,0.0933543829999335,2011,2015
BRB,Barbados,2011,13.174999237060547,-59.57500457763672,10612.887710571289,0.05065691209327125,2011,2015
BRB,Barbados,2011,13.174999237060547,-59.525001525878906,8416.338006019592,0.04017244939786913,2011,2015
BRB,Barbados,2011,13.174999237060547,-59.475006103515625,6196.990371704102,0.02957916874872548,2011,2015
BRB,Barbados,2011,13.224998474121094,-59.62500762939453,11570.078987121582,0.05522573027687984,2011,2015
BRB,Barbados,2011,13.224998474121094,-59.57500457763672,5611.480923175812,0.0267844439318094,2011,2015
BRB,Barbados,2011,13.27499771118164,-59.62500762939453,10381.39008140564,0.049551939029364805,2011,2015
BRB,Barbados,2011,13.27499771118164,-59.57500457763672,3399.5916679501534,0.016226763249820357,2011,2015
BRB,Barbados,2011,13.324996948242188,-59.62500762939453,3699.2754705026746,0.017657199192957565,2011,2015
BRB,Barbados,2012,13.074996948242188,-59.525001525878906,27120.615976333618,0.12945078633594118,2012,2015
BRB,Barbados,2012,13.124996185302734,-59.62500762939453,56589.64392089844,0.2701108968330131,2012,2015
BRB,Barbados,2012,13.124996185302734,-59.57500457763672,24020.885387420654,0.11465530519662971,2012,2015
BRB,Barbados,2012,13.124996185302734,-59.525001525878906,10516.743560910225,0.050198001580837245,2012,2015
BRB,Barbados,2012,13.124996185302734,-59.475006103515625,11811.070930480957,0.05637602113294745,2012,2015
BRB,Barbados,2012,13.174999237060547,-59.62500762939453,19558.23091316223,0.0933543829999335,2012,2015
BRB,Barbados,2012,13.174999237060547,-59.57500457763672,10612.887710571289,0.05065691209327125,2012,2015
BRB,Barbados,2012,13.174999237060547,-59.525001525878906,8416.338006019592,0.04017244939786913,2012,2015
BRB,Barbados,2012,13.174999237060547,-59.475006103515625,6196.990371704102,0.02957916874872548,2012,2015
BRB,Barbados,2012,13.224998474121094,-59.62500762939453,11570.078987121582,0.05522573027687984,2012,2015
BRB,Barbados,2012,13.224998474121094,-59.57500457763672,5611.480923175812,0.0267844439318094,2012,2015
BRB,Barbados,2012,13.27499771118164,-59.62500762939453,10381.39008140564,0.049551939029364805,2012,2015
BRB,Barbados,2012,13.27499771118164,-59.57500457763672,3399.5916679501534,0.016226763249820357,2012,2015
