iso3,country,year,month,year_month,date,monthly_total_mm_pop,monthly_mean_daily_mm_pop,monthly_max_1d_mm_pop,monthly_max_3d_mm_pop,monthly_max_5d_mm_pop,monthly_p95_daily_mm_pop,monthly_p99_daily_mm_pop,monthly_n_days_above_20mm_pop,monthly_n_days_above_50mm_pop,n_days_observed,population_weight_year
AIA,Anguilla,2007,1,2007-01,2007-01-01,88.85947229515182,2.866434590166188,18.092481120260633,33.53177509246593,33.53177509246593,13.438645401909495,17.386431069244885,0,0,31,2015
AIA,Anguilla,2007,2,2007-02,2007-02-01,91.74629610626127,3.2766534323664738,20.867227879434335,39.70021043309238,39.70021043309238,15.920184461036587,20.317981641474738,1,0,28,2015
AIA,Anguilla,2007,3,2007-03,2007-03-01,110.1555748758809,3.5534056411574486,70.17144874483611,110.1555748758809,110.1555748758809,19.992063065522395,55.11763304104196,1,1,31,2015
AIA,Anguilla,2007,4,2007-04,2007-04-01,84.28976802888366,2.809658934296122,61.37761280776186,84.28976802888366,84.28976802888366,12.601685371616927,50.22263010763628,2,1,30,2015
AIA,Anguilla,2007,5,2007-05,2007-05-01,94.51007551946947,3.048712113531273,62.25732746251856,62.25732746251856,93.38599119377784,16.126374028475453,52.91872834314076,2,1,31,2015
AIA,Anguilla,2007,6,2007-06,2007-06-01,70.73105640569668,2.357701880189889,58.44607720047922,120.70340466299778,120.70340466299778,6.7567385628695655,45.05935878185335,1,1,30,2015
AIA,Anguilla,2007,7,2007-07,2007-07-01,106.11189225287438,3.4229642662217543,42.675556125457334,56.02755113882053,90.10402058710098,28.013775569410264,41.87879312973426,2,0,31,2015
AIA,Anguilla,2007,8,2007-08,2007-08-01,72.3953101016666,2.3353325839247288,38.855533104446,40.14249437842486,40.14249437842486,16.126407861620873,32.2484848011914,1,0,31,2015
AIA,Anguilla,2007,9,2007-09,2007-09-01,107.89589206634423,3.5965297355448076,34.83523291845786,38.39750879334828,49.21995217885352,19.117197563786974,30.6137603894064,2,0,30,2015
AIA,Anguilla,2007,10,2007-10,2007-10-01,275.51423235345175,8.88755588236941,84.80214041926355,179.8109643076076,179.8109643076076,57.22126024433458,80.56203365092402,5,2,31,2015
AIA,Anguilla,2007,11,2007-11,2007-11-01,92.9489785668394,3.098299285561313,20.77654071215316,29.920314653379698,29.920314653379698,13.032316605785741,18.54805947298266,1,0,30,2015
AIA,Anguilla,2007,12,2007-12,2007-12-01,182.5748984345761,5.889512852728262,31.36183700087356,73.02342105880335,94.08276104296785,20.905227832040296,29.93101973064761,2,0,31,2015
AIA,Anguilla,2008,1,2008-01,2008-01-01,147.23407042516067,4.749486142747118,147.23407042516067,147.23407042516067,147.23407042516067,0.0,103.06384929761236,1,1,31,2015
AIA,Anguilla,2008,2,2008-02,2008-02-01,56.24405725009094,1.9394502500031359,10.696911214942299,17.8871205566551,18.57271433573363,9.745448520631788,10.549290213350295,0,0,29,2015
AIA,Anguilla,2008,3,2008-03,2008-03-01,85.15047848018818,2.7467896283931674,13.433863597209456,21.00926432112953,29.10738128000879,10.785797907420385,12.93326074609172,0,0,31,2015
AIA,Anguilla,2008,4,2008-04,2008-04-01,82.62068893060565,2.754022964353522,35.121728038738254,42.7855576702087,42.7855576702087,8.324898942737006,27.50180675613307,1,0,30,2015
AIA,Anguilla,2008,5,2008-05,2008-05-01,67.46039356671226,2.17614172795846,36.84450007816676,44.35466902664894,44.35466902664894,13.942399049918428,32.05305566240783,2,0,31,2015
AIA,Anguilla,2008,6,2008-06,2008-06-01,48.450174220047515,1.6150058073349172,24.864820462455103,24.864820462455103,43.85627948569992,12.97194456667576,24.493775118044923,2,0,30,2015
AIA,Anguilla,2008,7,2008-07,2008-07-01,57.47971264709865,1.8541842789386662,44.657460167690054,44.657460167690054,44.657460167690054,6.098562837362997,34.64046612215108,1,0,31,2015
AIA,Anguilla,2008,8,2008-08,2008-08-01,196.6804692654866,6.3445312666286,47.62408485182525,87.27890527058084,87.27890527058084,43.25657315879937,46.44385652789237,4,0,31,2015
AIA,Anguilla,2008,9,2008-09,2008-09-01,219.52480486524644,7.317493495508215,72.8811878291636,88.3454847858239,158.63630516617224,38.52490688323253,66.68253787760848,3,2,30,2015
AIA,Anguilla,2008,10,2008-10,2008-10-01,214.97493929730382,6.934675461203349,60.35372031627055,147.88773595974595,173.24180091184016,43.76700782173771,59.454750866991425,3,2,31,2015
AIA,Anguilla,2008,11,2008-11,2008-11-01,144.04074447494912,4.801358149164971,144.04074447494912,144.04074447494912,144.04074447494912,0.0,102.268928577214,1,1,30,2015
AIA,Anguilla,2008,12,2008-12,2008-12-01,78.38595086295751,2.528579060095404,17.94103505642824,26.01282796578913,31.627988638889384,13.110646957414708,16.873990019347566,0,0,31,2015
AIA,Anguilla,2009,1,2009-01,2009-01-01,55.7433122823799,1.7981713639477386,11.379814482262013,18.758912721579243,18.758912721579243,8.374117031765486,10.608105193350001,0,0,31,2015
AIA,Anguilla,2009,2,2009-02,2009-02-01,61.65771460792523,2.2020612359973297,14.686341216774439,25.958752837524997,25.958752837524997,11.11473321506999,13.764580225847993,0,0,28,2015
AIA,Anguilla,2009,3,2009-03,2009-03-01,68.48914023088659,2.2093271042221483,19.217807622460136,19.217807622460136,26.18053396620498,10.85773705750763,17.18091019444865,0,0,31,2015
AIA,Anguilla,2009,4,2009-04,2009-04-01,39.25079743084832,1.3083599143616107,8.913559010799558,17.32110837578235,17.32110837578235,8.171797027307187,8.766816213512696,0,0,30,2015
AIA,Anguilla,2009,5,2009-05,2009-05-01,122.35337768970949,3.9468831512809515,44.27177422383456,69.33961679451106,69.33961679451106,26.506880447599215,40.156680779245754,3,0,31,2015
AIA,Anguilla,2009,6,2009-06,2009-06-01,57.45453632791266,1.915151210930422,57.45453632791266,57.45453632791266,57.45453632791266,0.0,40.792720792818045,1,1,30,2015
AIA,Anguilla,2009,7,2009-07,2009-07-01,52.913671376955065,1.7068926250630667,37.93508938288146,52.913671376955065,52.913671376955065,7.489290997036805,31.048137166239087,1,0,31,2015
AIA,Anguilla,2009,8,2009-08,2009-08-01,99.92642723837827,3.2234331367218796,41.222907670482634,41.889923093750284,62.167869217357776,20.944961546875142,35.139523833400375,3,0,31,2015
AIA,Anguilla,2009,9,2009-09,2009-09-01,96.49403367267236,3.2164677890890787,30.500266190396264,50.096431357155055,51.010039347334214,17.44119653153403,27.338076893541405,1,0,30,2015
AIA,Anguilla,2009,10,2009-10,2009-10-01,112.36795290177602,3.6247726742508393,49.60464157339517,49.60464157339517,68.50978188079253,21.929085510491742,41.301974754524124,3,0,31,2015
AIA,Anguilla,2009,11,2009-11,2009-11-01,247.26843478658762,8.24228115955292,103.33708315748316,155.00562473622475,155.00562473622475,48.90290385490306,88.35320609964815,5,2,30,2015
AIA,Anguilla,2009,12,2009-12,2009-12-01,156.08378548848802,5.034960822209291,156.08378548848802,156.08378548848802,156.08378548848802,0.0,109.2586498419415,1,1,31,2015
AIA,Anguilla,2010,1,2010-01,2010-01-01,98.5954009004422,3.180496803240071,23.849493631650788,40.34753067688187,42.78376939986996,13.685437055841135,21.64405665572487,1,0,31,2015
AIA,Anguilla,2010,2,2010-02,2010-02-01,65.1233748465511,2.325834815948254,16.322250452319455,35.97454819330988,41.695208117577714,10.089481691362833,14.805302564007773,0,0,28,2015
AIA,Anguilla,2010,3,2010-03,2010-03-01,85.09458894309829,2.744986740099945,20.506466063679355,39.5546583189703,55.932543315819345,14.163754979274326,19.26789174363026,1,0,31,2015
