iso3,country,year,month,year_month,date,monthly_total_mm_pop,monthly_mean_daily_mm_pop,monthly_max_1d_mm_pop,monthly_max_3d_mm_pop,monthly_max_5d_mm_pop,monthly_p95_daily_mm_pop,monthly_p99_daily_mm_pop,monthly_n_days_above_20mm_pop,monthly_n_days_above_50mm_pop,n_days_observed,population_weight_year
MSR,Montserrat,2007,1,2007-01,2007-01-01,81.8614930549295,2.6406933243525645,15.137050548029922,27.027275443912377,27.027275443912377,11.864164299431483,14.308352428252158,0,0,31,2015
MSR,Montserrat,2007,2,2007-02,2007-02-01,54.307743651026215,1.9395622732509363,12.742826093875918,22.736151141642964,23.713189682098065,8.508675913394185,11.922730386907565,0,0,28,2015
MSR,Montserrat,2007,3,2007-03,2007-03-01,82.06570320206612,2.647280748453746,47.78174801765485,71.89119742469266,82.06570320206612,12.054724703518906,37.06364102341404,1,0,31,2015
MSR,Montserrat,2007,4,2007-04,2007-04-01,44.26483551934096,1.4754945173113654,24.334072291312832,24.334072291312832,30.10526900540159,10.961919775415414,23.05711266296027,1,0,30,2015
MSR,Montserrat,2007,5,2007-05,2007-05-01,34.77191378053534,1.1216746380817852,9.691293995438937,16.13381826125572,16.13381826125572,6.627458807921942,8.827623801815383,0,0,31,2015
MSR,Montserrat,2007,6,2007-06,2007-06-01,48.678134620252365,1.6226044873417456,16.51170514509938,20.738359709268593,23.857430451859635,9.605962871360049,15.664588817889081,0,0,30,2015
MSR,Montserrat,2007,7,2007-07,2007-07-01,118.03108419124612,3.8074543287498748,54.94646617012527,75.89720080038842,107.32330274578312,20.950734630263142,44.74774670816661,3,1,31,2015
MSR,Montserrat,2007,8,2007-08,2007-08-01,142.20013387091515,4.587101092610166,80.37656320728817,96.39884432005718,119.58022742026466,21.151276524022528,63.21800917516393,2,1,31,2015
MSR,Montserrat,2007,9,2007-09,2007-09-01,137.23097909361567,4.5743659697871895,35.04708134750714,44.246146857749174,48.28672571749345,28.59291832681203,34.18713637129304,3,0,30,2015
MSR,Montserrat,2007,10,2007-10,2007-10-01,266.6768722771772,8.602479750876684,54.017030990028786,120.36520786149032,129.02780004282874,43.86606231118188,52.757585933580955,7,1,31,2015
MSR,Montserrat,2007,11,2007-11,2007-11-01,41.51676705124431,1.3838922350414768,10.157228720119056,19.09328028418644,31.462993543429143,7.948392409537463,9.803087344864073,0,0,30,2015
MSR,Montserrat,2007,12,2007-12,2007-12-01,84.1941736113483,2.715941084237042,14.858154917691584,36.31311275639524,46.601770772353625,11.684958083298788,14.264204019196521,0,0,31,2015
MSR,Montserrat,2008,1,2008-01,2008-01-01,137.4111851673943,4.432618876367559,127.02924723163747,129.8072321383745,129.9414041363605,2.709461982954079,89.73895505555149,1,1,31,2015
MSR,Montserrat,2008,2,2008-02,2008-02-01,57.8306304013265,1.9941596690112586,10.5782982977583,17.591211727063538,17.591211727063538,9.114372736641718,10.52541803852881,0,0,29,2015
MSR,Montserrat,2008,3,2008-03,2008-03-01,61.39558470742173,1.9805027324974753,10.875403446313747,14.68677555634699,15.39159308046033,10.306559935094322,10.857672482479414,0,0,31,2015
MSR,Montserrat,2008,4,2008-04,2008-04-01,53.961166884659896,1.7987055628219966,11.411093844931193,26.094217933947174,36.907871389081166,10.628352917843035,11.237836131890004,0,0,30,2015
MSR,Montserrat,2008,5,2008-05,2008-05-01,39.70795448800829,1.2809017576776869,10.498144690563281,15.92780328263732,15.92780328263732,5.894057440763698,9.335752050965818,0,0,31,2015
MSR,Montserrat,2008,6,2008-06,2008-06-01,86.27187098212188,2.875729032737396,40.65841001849118,40.65841001849118,63.28132997359422,17.770069033238936,35.42811790010863,2,0,30,2015
MSR,Montserrat,2008,7,2008-07,2008-07-01,105.9385634315309,3.4173730139203515,41.91826858272143,41.91826858272143,41.91826858272143,20.806720885935103,37.19110669671506,2,0,31,2015
MSR,Montserrat,2008,8,2008-08,2008-08-01,103.68911730196335,3.3448102355472047,38.22084820318226,45.16278168302052,72.67041681996068,22.58139084151026,37.089464327261105,2,0,31,2015
MSR,Montserrat,2008,9,2008-09,2008-09-01,204.2380646130363,6.80793548710121,51.05563207593383,79.17980051677655,113.62057639163744,36.998573157876685,49.814668738908765,4,1,30,2015
MSR,Montserrat,2008,10,2008-10,2008-10-01,311.1649092826275,10.037577718794434,139.87988379761595,199.96488679526135,237.13421190330604,30.042501498822702,107.94499025395737,5,1,31,2015
MSR,Montserrat,2008,11,2008-11,2008-11-01,102.56939225357075,3.4189797417856918,51.30445694062685,102.56939225357075,102.56939225357075,28.195714422119003,51.2929956685988,2,2,30,2015
MSR,Montserrat,2008,12,2008-12,2008-12-01,74.11947561478178,2.3909508262832833,15.890910736853481,22.701801052086527,34.178753504276166,12.26644276578847,15.040417439613627,0,0,31,2015
MSR,Montserrat,2009,1,2009-01,2009-01-01,92.97312013747705,2.99913290766055,23.177887674306206,33.74812074229032,36.5019666629247,11.965471619011455,20.135437187884808,1,0,31,2015
MSR,Montserrat,2009,2,2009-02,2009-02-01,47.347506081028634,1.6909823600367369,10.610619706130343,17.451635701058326,25.22048743944942,8.340311060915393,10.186131602331987,0,0,28,2015
MSR,Montserrat,2009,3,2009-03,2009-03-01,49.34662277214251,1.591826541036855,12.950536264141068,12.950536264141068,16.658700805236304,8.839000237629257,12.571564516083122,0,0,31,2015
MSR,Montserrat,2009,4,2009-04,2009-04-01,64.35143109351209,2.14504770311707,15.507844158901657,15.507844158901657,21.498547530212257,10.32383735946553,14.140184110905196,0,0,30,2015
MSR,Montserrat,2009,5,2009-05,2009-05-01,94.42868977015371,3.046086766779152,52.451170898209,52.451170898209,80.24209992570292,20.988759435972355,45.05309833699446,2,1,31,2015
MSR,Montserrat,2009,6,2009-06,2009-06-01,61.00047209439363,2.033349069813121,14.13170321470451,24.662486426234068,31.157743215218026,10.187230759594506,13.087436413783777,0,0,30,2015
MSR,Montserrat,2009,7,2009-07,2009-07-01,56.20188335396204,1.8129639791600658,25.611857071711768,25.611857071711768,30.59002628225027,13.03848380670949,24.176434437530297,2,0,31,2015
