iso3,country,year,lat,lon,pop_count,pop_share,rainfall_year,population_weight_year
DMA,Dominica,2007,15.274993896484375,-61.32500457763672,1798.6082110405462,0.04020299116007725,2007,2015
DMA,Dominica,2007,15.274993896484375,-61.275001525878906,1537.1182072762556,0.03435809384155425,2007,2015
DMA,Dominica,2007,15.324996948242188,-61.37500762939453,16976.768445014954,0.3794694517305462,2007,2015
DMA,Dominica,2007,15.324996948242188,-61.32500457763672,1641.9481897354126,0.036701282776335296,2007,2015
DMA,Dominica,2007,15.324996948242188,-61.275001525878906,774.728064015726,0.017316937239527513,2007,2015
DMA,Dominica,2007,15.375,-61.37500762939453,2990.7698352336884,0.06685051947926147,2007,2015
DMA,Dominica,2007,15.375,-61.32500457763672,408.513588309288,0.009131209386655863,2007,2015
DMA,Dominica,2007,15.375,-61.275001525878906,1587.2883139850471,0.035479510025541755,2007,2015
DMA,Dominica,2007,15.424995422363281,-61.42500305175781,3350.4841969013214,0.07489095497461054,2007,2015
DMA,Dominica,2007,15.424995422363281,-61.37500762939453,446.64577448382414,0.009983550621550145,2007,2015
DMA,Dominica,2007,15.424995422363281,-61.32500457763672,671.2622711509481,0.015004241050118603,2007,2015
DMA,Dominica,2007,15.424995422363281,-61.275001525878906,1810.8397595882575,0.040476394136400376,2007,2015
DMA,Dominica,2007,15.474998474121094,-61.42500305175781,536.3646593093872,0.01198897209766326,2007,2015
DMA,Dominica,2007,15.474998474121094,-61.37500762939453,82.48465716838837,0.0018437200067402363,2007,2015
DMA,Dominica,2007,15.474998474121094,-61.32500457763672,200.39482122677572,0.004479280799927199,2007,2015
DMA,Dominica,2007,15.474998474121094,-61.275001525878906,1601.1874567274876,0.035790187531280326,2007,2015
DMA,Dominica,2007,15.524993896484375,-61.475006103515625,828.4424146860838,0.01851757535065921,2007,2015
DMA,Dominica,2007,15.524993896484375,-61.42500305175781,158.03119206477766,0.0035323571740624635,2007,2015
DMA,Dominica,2007,15.524993896484375,-61.37500762939453,17.041036128997803,0.0003809059808841335,2007,2015
DMA,Dominica,2007,15.524993896484375,-61.32500457763672,316.06162321573106,0.007064697339967418,2007,2015
DMA,Dominica,2007,15.574996948242188,-61.42500305175781,1366.9270677571099,0.030553934138728648,2007,2015
DMA,Dominica,2007,15.574996948242188,-61.37500762939453,1312.5759118805397,0.029339061980449332,2007,2015
DMA,Dominica,2007,15.574996948242188,-61.32500457763672,3065.60284280777,0.06852320768535072,2007,2015
DMA,Dominica,2007,15.625,-61.42500305175781,1258.08041590454,0.028120963492107805,2007,2015
DMA,Dominica,2008,15.274993896484375,-61.32500457763672,1798.6082110405462,0.04020299116007725,2008,2015
DMA,Dominica,2008,15.274993896484375,-61.275001525878906,1537.1182072762556,0.03435809384155425,2008,2015
DMA,Dominica,2008,15.324996948242188,-61.37500762939453,16976.768445014954,0.3794694517305462,2008,2015
DMA,Dominica,2008,15.324996948242188,-61.32500457763672,1641.9481897354126,0.036701282776335296,2008,2015
DMA,Dominica,2008,15.324996948242188,-61.275001525878906,774.728064015726,0.017316937239527513,2008,2015
DMA,Dominica,2008,15.375,-61.37500762939453,2990.7698352336884,0.06685051947926147,2008,2015
DMA,Dominica,2008,15.375,-61.32500457763672,408.513588309288,0.009131209386655863,2008,2015
DMA,Dominica,2008,15.375,-61.275001525878906,1587.2883139850471,0.035479510025541755,2008,2015
DMA,Dominica,2008,15.424995422363281,-61.42500305175781,3350.4841969013214,0.07489095497461054,2008,2015
