iso3,country,year,lat,lon,pop_count,pop_share
BLZ,Belize,2017,15.924995422363281,-89.22500610351562,0.644964516268459,1.955178945081293e-06
BLZ,Belize,2017,15.924995422363281,-89.17500305175781,51.464172065258026,0.00015601116512609935
BLZ,Belize,2017,15.924995422363281,-89.12500762939453,75.73897779004595,0.0002295990724479478
BLZ,Belize,2017,15.924995422363281,-89.07500457763672,2.444392204284668,7.410057531519978e-06
BLZ,Belize,2017,15.924995422363281,-89.0250015258789,0.0,0.0
BLZ,Belize,2017,15.924995422363281,-88.97500610351562,0.0,0.0
BLZ,Belize,2017,15.924995422363281,-88.92500305175781,1.317068849815417e-11,3.992630942365954e-17
BLZ,Belize,2017,15.974998474121094,-89.17500305175781,21.145103693008423,6.410036597257149e-05
BLZ,Belize,2017,15.974998474121094,-89.12500762939453,188.52258080282976,0.0005714971465262067
BLZ,Belize,2017,15.974998474121094,-89.07500457763672,16.628429114818573,5.040828398307959e-05
BLZ,Belize,2017,15.974998474121094,-89.0250015258789,18.671165622770786,5.660074156788513e-05
BLZ,Belize,2017,15.974998474121094,-88.97500610351562,3.5081710815429688,1.0634852090872018e-05
BLZ,Belize,2017,15.974998474121094,-88.92500305175781,42.11952506005764,0.00012768331667407706
BLZ,Belize,2017,16.024993896484375,-89.17500305175781,155.2600823046327,0.0004706634803568832
BLZ,Belize,2017,16.024993896484375,-89.12500762939453,36.64426082386065,0.00011108531618979449
BLZ,Belize,2017,16.024993896484375,-89.07500457763672,202.5687916280835,0.0006140775598218087
BLZ,Belize,2017,16.024993896484375,-89.0250015258789,362.3460218907146,0.0010984345571963309
BLZ,Belize,2017,16.024993896484375,-88.97500610351562,51.808172166347504,0.00015705398490577856
BLZ,Belize,2017,16.024993896484375,-88.92500305175781,252.77189946174724,0.0007662658693150535
BLZ,Belize,2017,16.024993896484375,-88.87500762939453,2.2597854137420654,6.850430915041604e-06
BLZ,Belize,2017,16.074996948242188,-89.17500305175781,8.993657231352643,2.7263839815180746e-05
BLZ,Belize,2017,16.074996948242188,-89.12500762939453,203.89994317350568,0.0006181128817793326
BLZ,Belize,2017,16.074996948242188,-89.07500457763672,131.09339934607434,0.0003974033420063249
BLZ,Belize,2017,16.074996948242188,-89.0250015258789,43.79807770262293,0.00013277176836742292
BLZ,Belize,2017,16.074996948242188,-88.97500610351562,242.6567326784323,0.0007356022271737063
BLZ,Belize,2017,16.074996948242188,-88.92500305175781,169.7871913611889,0.0005147017135369175
BLZ,Belize,2017,16.074996948242188,-88.87500762939453,89.30326162278652,0.00027071854721893204
BLZ,Belize,2017,16.074996948242188,-88.82500457763672,2243.4278172254562,0.006800843647068404
BLZ,Belize,2017,16.125,-89.17500305175781,286.413450717926,0.0008682486157093926
BLZ,Belize,2017,16.125,-89.12500762939453,30.561905384252967,9.264694788881393e-05
BLZ,Belize,2017,16.125,-89.07500457763672,305.58363711833954,0.0009263621147902803
BLZ,Belize,2017,16.125,-89.0250015258789,124.39590296149936,0.0003771002034838507
BLZ,Belize,2017,16.125,-88.97500610351562,235.4330530166626,0.0007137039893258039
BLZ,Belize,2017,16.125,-88.92500305175781,335.0336022973965,0.0010156382693679105
BLZ,Belize,2017,16.125,-88.87500762939453,192.84100061663221,0.0005845882287221984
BLZ,Belize,2017,16.125,-88.82500457763672,4703.02243077755,0.014256986551914264
BLZ,Belize,2017,16.17499542236328,-89.17500305175781,301.9426770215247,0.0009153247191791851
BLZ,Belize,2017,16.17499542236328,-89.12500762939453,35.36777591726671,0.00010721571352153282
BLZ,Belize,2017,16.17499542236328,-89.07500457763672,203.2557052981618,0.0006161599056113043
BLZ,Belize,2017,16.17499542236328,-89.0250015258789,348.14892631771454,0.0010553967440368815
BLZ,Belize,2017,16.17499542236328,-88.97500610351562,24.492007672786713,7.424634459218833e-05
BLZ,Belize,2017,16.17499542236328,-88.92500305175781,454.9936926366495,0.0013792915199968665
BLZ,Belize,2017,16.17499542236328,-88.87500762939453,916.3127018214993,0.002777757933222848
BLZ,Belize,2017,16.17499542236328,-88.82500457763672,255.80119037628174,0.0007754490191864467
BLZ,Belize,2017,16.17499542236328,-88.7750015258789,17.064279198646545,5.172954257268805e-05
BLZ,Belize,2017,16.224998474121094,-89.17500305175781,206.20871722729783,0.0006251118194031282
BLZ,Belize,2017,16.224998474121094,-89.12500762939453,517.5843786522921,0.001569032177613201
BLZ,Belize,2017,16.224998474121094,-89.07500457763672,285.1757261753082,0.000864496513222363
BLZ,Belize,2017,16.224998474121094,-89.0250015258789,1260.8759977819263,0.0038222850110958087
BLZ,Belize,2017,16.224998474121094,-88.97500610351562,549.6653113365173,0.0016662839837833553
BLZ,Belize,2017,16.224998474121094,-88.92500305175781,1055.0548988581595,0.0031983482379575145
BLZ,Belize,2017,16.224998474121094,-88.87500762939453,200.18522999446546,0.0006068519072427857
BLZ,Belize,2017,16.224998474121094,-88.82500457763672,249.2424528599057,0.0007555665215065347
BLZ,Belize,2017,16.224998474121094,-88.7750015258789,15.633496284484863,4.739219290741348e-05
BLZ,Belize,2017,16.274993896484375,-89.17500305175781,36.51961457733383,0.00011070745708181961
BLZ,Belize,2017,16.274993896484375,-89.12500762939453,70.8844273686409,0.00021488273607229524
BLZ,Belize,2017,16.274993896484375,-89.07500457763672,616.5346514584604,0.0018689951757638506
BLZ,Belize,2017,16.274993896484375,-89.0250015258789,483.98046614273863,0.0014671635312709808
BLZ,Belize,2017,16.274993896484375,-88.97500610351562,1274.8284432291985,0.003864581179152823
BLZ,Belize,2017,16.274993896484375,-88.92500305175781,692.239283323464,0.002098490130190111
BLZ,Belize,2017,16.274993896484375,-88.87500762939453,1498.387971043781,0.004542291147267488
BLZ,Belize,2017,16.274993896484375,-88.82500457763672,131.71186262369156,0.00039927818371963215
BLZ,Belize,2017,16.274993896484375,-88.7750015258789,0.0,0.0
BLZ,Belize,2017,16.274993896484375,-88.72500610351562,1.143199805797503e-22,3.465555288604345e-28
BLZ,Belize,2017,16.274993896484375,-88.67500305175781,7.827632129350566,2.3729090737726397e-05
BLZ,Belize,2017,16.274993896484375,-88.62500762939453,3.68404358625412,1.116800113947305e-05
BLZ,Belize,2017,16.274993896484375,-88.57500457763672,1.187571719288826,3.6000666125964582e-06
BLZ,Belize,2017,16.324996948242188,-89.17500305175781,0.0,0.0
BLZ,Belize,2017,16.324996948242188,-89.12500762939453,0.9636771082878113,2.921340855900503e-06
BLZ,Belize,2017,16.324996948242188,-89.07500457763672,12.341303467759122,3.741206855010575e-05
BLZ,Belize,2017,16.324996948242188,-89.0250015258789,0.0,0.0
BLZ,Belize,2017,16.324996948242188,-88.97500610351562,18.10140401172974,5.4873536617032664e-05
BLZ,Belize,2017,16.324996948242188,-88.92500305175781,50.92503596858556,0.0001543767999507157
BLZ,Belize,2017,16.324996948242188,-88.87500762939453,98.25235420466946,0.0002978472914402618
BLZ,Belize,2017,16.324996948242188,-88.82500457763672,636.2282307149183,0.0019286953151425091
BLZ,Belize,2017,16.324996948242188,-88.7750015258789,77.43043804185271,0.00023472665293858977
BLZ,Belize,2017,16.324996948242188,-88.72500610351562,0.0,0.0
BLZ,Belize,2017,16.324996948242188,-88.67500305175781,2.31413443391806,7.015187358618838e-06
BLZ,Belize,2017,16.324996948242188,-88.62500762939453,27.101761646583483,8.215768838351997e-05
BLZ,Belize,2017,16.324996948242188,-88.57500457763672,0.0898410752415657,2.723489033661179e-07
BLZ,Belize,2017,16.324996948242188,-88.5250015258789,1.5965980887413025,4.840010400765496e-06
BLZ,Belize,2017,16.375,-89.17500305175781,0.0,0.0
BLZ,Belize,2017,16.375,-89.12500762939453,0.0,0.0
BLZ,Belize,2017,16.375,-89.07500457763672,0.0,0.0
BLZ,Belize,2017,16.375,-89.0250015258789,0.0,0.0
BLZ,Belize,2017,16.375,-88.97500610351562,1.711443543434143,5.1881588791544465e-06
BLZ,Belize,2017,16.375,-88.92500305175781,0.989767849445343,3.0004336842438514e-06
BLZ,Belize,2017,16.375,-88.87500762939453,0.0,0.0
BLZ,Belize,2017,16.375,-88.82500457763672,99.08877342941022,0.0003003828561360313
BLZ,Belize,2017,16.375,-88.7750015258789,167.78615748883743,0.0005086356754884187
BLZ,Belize,2017,16.375,-88.72500610351562,0.852517306804657,2.5843652581471294e-06
BLZ,Belize,2017,16.375,-88.67500305175781,1.4183670282363892,4.299711503587611e-06
BLZ,Belize,2017,16.375,-88.62500762939453,1.4026928022503853,4.252195840546817e-06
BLZ,Belize,2017,16.375,-88.57500457763672,0.0,0.0
BLZ,Belize,2017,16.375,-88.5250015258789,41.996667862109234,0.00012731088098091653
BLZ,Belize,2017,16.375,-88.47500610351562,101.26167760835651,0.00030696991076181875
BLZ,Belize,2017,16.42499542236328,-89.17500305175781,0.4039435163140297,1.2245353630750053e-06
BLZ,Belize,2017,16.42499542236328,-89.12500762939453,0.0,0.0
BLZ,Belize,2017,16.42499542236328,-89.07500457763672,0.0,0.0
BLZ,Belize,2017,16.42499542236328,-89.0250015258789,0.0,0.0
BLZ,Belize,2017,16.42499542236328,-88.97500610351562,0.0,0.0
BLZ,Belize,2017,16.42499542236328,-88.92500305175781,0.0,0.0
BLZ,Belize,2017,16.42499542236328,-88.87500762939453,0.0,0.0
BLZ,Belize,2017,16.42499542236328,-88.82500457763672,0.9418327212333679,2.8551206460133646e-06
BLZ,Belize,2017,16.42499542236328,-88.7750015258789,26.839416086690896,8.136240042255553e-05
BLZ,Belize,2017,16.42499542236328,-88.72500610351562,110.5212306976374,0.00033503980109589234
BLZ,Belize,2017,16.42499542236328,-88.67500305175781,0.8157142400741577,2.472798529480861e-06
BLZ,Belize,2017,16.42499542236328,-88.62500762939453,12.501862406746119,3.789879525992261e-05
BLZ,Belize,2017,16.42499542236328,-88.57500457763672,26.91249260309616,8.158392837122798e-05
BLZ,Belize,2017,16.42499542236328,-88.5250015258789,303.369702065723,0.0009196506770422049
BLZ,Belize,2017,16.42499542236328,-88.47500610351562,170.8087203032937,0.0005177984294476625
BLZ,Belize,2017,16.474998474121094,-89.17500305175781,9.116827487945557,2.7637224530581878e-05
BLZ,Belize,2017,16.474998474121094,-89.12500762939453,0.0,0.0
BLZ,Belize,2017,16.474998474121094,-89.07500457763672,0.0,0.0
BLZ,Belize,2017,16.474998474121094,-89.0250015258789,0.0,0.0
BLZ,Belize,2017,16.474998474121094,-88.97500610351562,0.0,0.0
BLZ,Belize,2017,16.474998474121094,-88.92500305175781,0.6365886926651001,1.9297880382268364e-06
BLZ,Belize,2017,16.474998474121094,-88.87500762939453,0.3207663297653198,9.723877181285272e-07
