iso3,country,year,month,year_month,date,monthly_total_mm_pop,monthly_mean_daily_mm_pop,monthly_max_1d_mm_pop,monthly_max_3d_mm_pop,monthly_max_5d_mm_pop,monthly_p95_daily_mm_pop,monthly_p99_daily_mm_pop,monthly_n_days_above_20mm_pop,monthly_n_days_above_50mm_pop,n_days_observed
BRB,Barbados,2007,1,2007-01,2007-01-01,48.79388986125409,1.5739964471372285,9.732393064969074,17.571003392723775,20.144749915606532,7.655022857817635,9.297050505916134,0,0,31
BRB,Barbados,2007,2,2007-02,2007-02-01,31.32875577412709,1.1188841347902532,10.285815898271354,14.696914217024153,17.39692107917283,4.3926040144354435,8.699642151801346,0,0,28
BRB,Barbados,2007,3,2007-03,2007-03-01,34.33401531230664,1.1075488810421497,18.36462365451676,18.36462365451676,22.78440107778782,7.984695828894941,16.32012082851737,0,0,31
BRB,Barbados,2007,4,2007-04,2007-04-01,58.15563093186134,1.9385210310620447,52.90291292252745,58.79931277233693,60.569848750997075,1.5470069368319215,38.02640051139088,1,1,30
BRB,Barbados,2007,5,2007-05,2007-05-01,21.107476939732948,0.6808863528946112,10.172467106904268,10.172467106904268,10.17246710690426,4.664866330855749,8.600098937011321,0,0,31
BRB,Barbados,2007,6,2007-06,2007-06-01,174.9623098022871,5.83207699340957,63.33193141481319,142.18298477518067,142.18298477518064,45.027607191244414,61.044665952213684,4,2,30
BRB,Barbados,2007,7,2007-07,2007-07-01,57.5739290008255,1.8572235161556614,39.933360023479146,53.24447982755896,55.75129971598214,7.908969846251506,31.94668795765933,1,0,31
BRB,Barbados,2007,8,2007-08,2007-08-01,190.20128539200738,6.135525335226045,52.76736650339534,69.82572781453659,78.39896778543215,34.80715046955248,51.28399787767274,4,1,31
BRB,Barbados,2007,9,2007-09,2007-09-01,78.72850128677285,2.624283376225762,16.513853367893507,28.91492083393242,44.83868695750501,16.05843758580917,16.413736656219726,0,0,30
BRB,Barbados,2007,10,2007-10,2007-10-01,156.73690766418653,5.056029279489888,25.580658089058257,56.153965447920626,71.47941793592855,20.211301030527693,24.37385995753132,2,0,31
BRB,Barbados,2007,11,2007-11,2007-11-01,70.9256886897372,2.36418962299124,66.27664227004476,67.82274108476247,70.92568868973719,2.402365649359067,47.956270817174506,1,1,30
BRB,Barbados,2007,12,2007-12,2007-12-01,80.65806464733255,2.6018730531397596,52.465570763076926,56.07703433302091,56.0770343330209,12.290515157155822,42.56209736572258,1,1,31
BRB,Barbados,2008,1,2008-01,2008-01-01,51.95809236569561,1.6760674956676005,16.253144756973256,21.80706725013696,33.15706328705586,8.17931911951173,14.782200140956945,0,0,31
BRB,Barbados,2008,2,2008-02,2008-02-01,31.33830350154954,1.0806311552258463,8.827931265290642,12.412002146313789,13.491172577661418,6.555069763670513,8.64093360633282,0,0,29
