hazard,index_name,iso3,country,policy_year,n_months,n_payout_months,optimal_threshold,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,net_score,tp,fp,fn,tn,above_threshold_with_payout,above_threshold_no_payout,below_threshold_with_payout,below_threshold_no_payout,rdd_treated_n,rdd_untreated_5pct_n,rdd_untreated_10pct_n,near_below_5pct_n,near_tn_below_5pct,near_fn_below_5pct,near_below_payout_rate_5pct,near_below_10pct_n,near_tn_below_10pct,near_fn_below_10pct,near_below_payout_rate_10pct
tc,monthly_max_wind_kt,BLZ,Belize,2012/13,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BLZ,Belize,2013/14,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BLZ,Belize,2014/15,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BLZ,Belize,2015/16,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BLZ,Belize,2016/17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BLZ,Belize,2017/18,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BLZ,Belize,2018/19,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BLZ,Belize,2019/20,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BLZ,Belize,2020/21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BLZ,Belize,2021/22,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BLZ,Belize,2022/23,12,1,80.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
tc,monthly_max_wind_kt,BLZ,Belize,2023/24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BLZ,Belize,2024/25,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2006/07,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2007/08,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2008/09,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2009/10,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2010/11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2011/12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2012/13,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2013/14,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2014/15,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2015/16,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2016/17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2017/18,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2018/19,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2019/20,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2020/21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2021/22,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2022/23,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2023/24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BMU,Bermuda,2024/25,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2006/07,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2007/08,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2008/09,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2009/10,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2010/11,12,1,60.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
tc,monthly_max_wind_kt,BRB,Barbados,2011/12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2012/13,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2013/14,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2014/15,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2015/16,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2016/17,12,1,50.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
tc,monthly_max_wind_kt,BRB,Barbados,2017/18,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2018/19,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2019/20,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2020/21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2021/22,12,1,65.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
tc,monthly_max_wind_kt,BRB,Barbados,2022/23,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2023/24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,BRB,Barbados,2024/25,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2006/07,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2007/08,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2008/09,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2009/10,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2010/11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2011/12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2012/13,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2013/14,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2014/15,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2015/16,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2016/17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2017/18,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2018/19,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2019/20,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2020/21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2021/22,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2022/23,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2023/24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,CYM,Cayman Islands,2024/25,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2006/07,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2007/08,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2008/09,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2009/10,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2010/11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2011/12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2012/13,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2013/14,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2014/15,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2015/16,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2016/17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2017/18,12,1,145.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
tc,monthly_max_wind_kt,DMA,Dominica,2018/19,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2019/20,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2020/21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2021/22,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2022/23,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2023/24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DMA,Dominica,2024/25,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2006/07,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2007/08,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2008/09,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2009/10,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2010/11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2011/12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2012/13,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2013/14,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2014/15,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2015/16,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2016/17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2017/18,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2018/19,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2019/20,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2020/21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2021/22,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2022/23,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2023/24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,DOM,Dominican Republic,2024/25,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2006/07,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2007/08,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2008/09,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2009/10,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2010/11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2011/12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2012/13,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2013/14,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2014/15,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2015/16,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2016/17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2017/18,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2018/19,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2019/20,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2020/21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2021/22,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2022/23,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2023/24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GRD,Grenada,2024/25,7,1,120.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
tc,monthly_max_wind_kt,GTM,Guatemala,2006/07,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2007/08,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2008/09,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2009/10,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2010/11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2011/12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2012/13,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2013/14,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2014/15,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2015/16,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2016/17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2017/18,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2018/19,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2019/20,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2020/21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2021/22,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tc,monthly_max_wind_kt,GTM,Guatemala,2022/23,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
