hazard,iso3,country,year,month,plot_date,policy_year,monthly_max_shake_proxy,monthly_sum_shake_proxy,monthly_max_mag_nearby,n_eq_nearby,has_payout,payout_amount_usd
earthquake,VGB,British Virgin Islands,2014,12,2014-12-01,2014/15,90.3454987253816,90.3454987253816,5.6,1,0,0.0
earthquake,VGB,British Virgin Islands,2015,1,2015-01-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2015,2,2015-02-01,2014/15,16.82649846131353,16.82649846131353,4.6,1,0,0.0
earthquake,VGB,British Virgin Islands,2015,3,2015-03-01,2014/15,165.512791280457,165.512791280457,4.6,1,0,0.0
earthquake,VGB,British Virgin Islands,2015,4,2015-04-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2015,5,2015-05-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2015,6,2015-06-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2015,7,2015-07-01,2015/16,34.8193911941503,34.8193911941503,4.5,1,0,0.0
earthquake,VGB,British Virgin Islands,2015,8,2015-08-01,2015/16,143.1810418981871,213.83214659882287,4.8,2,0,0.0
earthquake,VGB,British Virgin Islands,2015,9,2015-09-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2015,10,2015-10-01,2015/16,32.80006032386497,32.80006032386497,4.6,1,0,0.0
earthquake,VGB,British Virgin Islands,2015,11,2015-11-01,2015/16,20.835919610429997,20.835919610429997,4.8,1,0,0.0
earthquake,VGB,British Virgin Islands,2015,12,2015-12-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2016,1,2016-01-01,2015/16,120.9715029028942,152.40397182606972,4.8,2,0,0.0
earthquake,VGB,British Virgin Islands,2016,2,2016-02-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2016,3,2016-03-01,2015/16,131.4755468461676,212.07910125573227,6.0,4,0,0.0
earthquake,VGB,British Virgin Islands,2016,4,2016-04-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2016,5,2016-05-01,2015/16,59.34424344087563,159.40114690012317,4.9,3,0,0.0
earthquake,VGB,British Virgin Islands,2016,6,2016-06-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2016,7,2016-07-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2016,8,2016-08-01,2016/17,39.69923391139159,39.69923391139159,4.5,1,0,0.0
earthquake,VGB,British Virgin Islands,2016,9,2016-09-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2016,10,2016-10-01,2016/17,53.33189184044676,116.08325129289912,5.6,3,0,0.0
earthquake,VGB,British Virgin Islands,2016,11,2016-11-01,2016/17,28.93926511259991,52.6626848667003,4.8,2,0,0.0
earthquake,VGB,British Virgin Islands,2016,12,2016-12-01,2016/17,100.33204245674747,116.66376355731354,4.6,2,0,0.0
earthquake,VGB,British Virgin Islands,2017,1,2017-01-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2017,2,2017-02-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2017,3,2017-03-01,2016/17,63.86887436192912,63.86887436192912,4.5,1,0,0.0
earthquake,VGB,British Virgin Islands,2017,4,2017-04-01,2016/17,96.47960173192762,163.1010867137791,5.6,3,0,0.0
earthquake,VGB,British Virgin Islands,2017,5,2017-05-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2017,6,2017-06-01,2017/18,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2017,7,2017-07-01,2017/18,93.67990559794389,158.96745133172072,4.7,2,0,0.0
earthquake,VGB,British Virgin Islands,2017,8,2017-08-01,2017/18,101.5367820978638,101.5367820978638,4.8,1,0,0.0
earthquake,VGB,British Virgin Islands,2017,9,2017-09-01,2017/18,45.74759213367812,45.74759213367812,4.5,1,0,0.0
earthquake,VGB,British Virgin Islands,2017,10,2017-10-01,2017/18,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2017,11,2017-11-01,2017/18,67.3546991803294,67.3546991803294,4.8,1,0,0.0
earthquake,VGB,British Virgin Islands,2017,12,2017-12-01,2017/18,104.18381574972456,104.18381574972456,4.8,1,0,0.0
earthquake,VGB,British Virgin Islands,2018,1,2018-01-01,2017/18,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2018,2,2018-02-01,2017/18,127.25195417179526,238.20486838768076,5.2,2,0,0.0
earthquake,VGB,British Virgin Islands,2018,3,2018-03-01,2017/18,100.78641019394716,100.78641019394716,4.5,1,0,0.0
earthquake,VGB,British Virgin Islands,2018,4,2018-04-01,2017/18,193.78058687641212,404.0745781122161,4.9,4,0,0.0
earthquake,VGB,British Virgin Islands,2018,5,2018-05-01,2017/18,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2018,6,2018-06-01,2018/19,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2018,7,2018-07-01,2018/19,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2018,8,2018-08-01,2018/19,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2018,9,2018-09-01,2018/19,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2018,10,2018-10-01,2018/19,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2018,11,2018-11-01,2018/19,148.4660719154907,175.41142094996965,4.9,2,0,0.0
earthquake,VGB,British Virgin Islands,2018,12,2018-12-01,2018/19,35.84716118590907,87.0744229693033,4.67,3,0,0.0
earthquake,VGB,British Virgin Islands,2019,1,2019-01-01,2018/19,23.05348235847027,43.09167358181466,4.5,2,0,0.0
earthquake,VGB,British Virgin Islands,2019,2,2019-02-01,2018/19,150.0295916327259,204.1491484240937,5.3,2,0,0.0
earthquake,VGB,British Virgin Islands,2019,3,2019-03-01,2018/19,86.30544594619172,86.30544594619172,4.6,1,0,0.0
earthquake,VGB,British Virgin Islands,2019,4,2019-04-01,2018/19,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2019,5,2019-05-01,2018/19,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2019,6,2019-06-01,2019/20,18.364048491968624,18.364048491968624,4.5,1,0,0.0
earthquake,VGB,British Virgin Islands,2019,7,2019-07-01,2019/20,21.762528584536323,40.81569050646739,4.7,2,0,0.0
earthquake,VGB,British Virgin Islands,2019,8,2019-08-01,2019/20,206.8096741836656,206.8096741836656,4.9,1,0,0.0
earthquake,VGB,British Virgin Islands,2019,9,2019-09-01,2019/20,237.2713331241523,440.6281814973409,6.0,4,0,0.0
earthquake,VGB,British Virgin Islands,2019,10,2019-10-01,2019/20,171.14991622513054,292.6984904643025,4.96,2,0,0.0
earthquake,VGB,British Virgin Islands,2019,11,2019-11-01,2019/20,61.69085326689408,61.69085326689408,4.78,1,0,0.0
earthquake,VGB,British Virgin Islands,2019,12,2019-12-01,2019/20,94.4594540392736,251.0676285030704,5.0,4,0,0.0
earthquake,VGB,British Virgin Islands,2020,1,2020-01-01,2019/20,492.4158857487605,3276.449608767086,6.4,30,0,0.0
earthquake,VGB,British Virgin Islands,2020,2,2020-02-01,2019/20,93.1995733876932,163.96559743251606,5.0,4,0,0.0
earthquake,VGB,British Virgin Islands,2020,3,2020-03-01,2019/20,33.14533173228203,33.14533173228203,4.8,1,0,0.0
earthquake,VGB,British Virgin Islands,2020,4,2020-04-01,2019/20,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2020,5,2020-05-01,2019/20,162.4822035677165,260.3043422648089,5.4,3,0,0.0
earthquake,VGB,British Virgin Islands,2020,6,2020-06-01,2020/21,72.55527929678793,228.1630302942063,4.8,4,0,0.0
earthquake,VGB,British Virgin Islands,2020,7,2020-07-01,2020/21,123.98035981121562,235.2565437892299,5.3,3,0,0.0
earthquake,VGB,British Virgin Islands,2020,8,2020-08-01,2020/21,80.62646829912093,80.62646829912093,4.8,1,0,0.0
earthquake,VGB,British Virgin Islands,2020,9,2020-09-01,2020/21,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2020,10,2020-10-01,2020/21,362.8422926008732,554.8458199134809,5.3,3,0,0.0
earthquake,VGB,British Virgin Islands,2020,11,2020-11-01,2020/21,140.17915629369293,271.1109117036024,4.71,2,0,0.0
earthquake,VGB,British Virgin Islands,2020,12,2020-12-01,2020/21,76.35999677765044,170.03190417609667,4.8,3,0,0.0
earthquake,VGB,British Virgin Islands,2021,1,2021-01-01,2020/21,408.0824986457994,408.0824986457994,5.4,1,0,0.0
earthquake,VGB,British Virgin Islands,2021,2,2021-02-01,2020/21,224.3789944969663,224.3789944969663,4.99,1,0,0.0
earthquake,VGB,British Virgin Islands,2021,3,2021-03-01,2020/21,173.70209294146028,288.52336121231843,5.8,3,0,0.0
earthquake,VGB,British Virgin Islands,2021,4,2021-04-01,2020/21,47.6307002801635,47.6307002801635,4.5,1,0,0.0
earthquake,VGB,British Virgin Islands,2021,5,2021-05-01,2020/21,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2021,6,2021-06-01,2021/22,107.78492844887302,147.28025211624265,5.0,2,0,0.0
earthquake,VGB,British Virgin Islands,2021,7,2021-07-01,2021/22,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2021,8,2021-08-01,2021/22,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2021,9,2021-09-01,2021/22,33.51371228824674,66.50081106568862,4.8,2,0,0.0
earthquake,VGB,British Virgin Islands,2021,10,2021-10-01,2021/22,164.24840542610815,212.8360723917336,4.8,2,0,0.0
earthquake,VGB,British Virgin Islands,2021,11,2021-11-01,2021/22,106.68437147781414,106.68437147781414,5.0,1,0,0.0
earthquake,VGB,British Virgin Islands,2021,12,2021-12-01,2021/22,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2022,1,2022-01-01,2021/22,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2022,2,2022-02-01,2021/22,45.07779134257512,45.07779134257512,5.0,1,0,0.0
earthquake,VGB,British Virgin Islands,2022,3,2022-03-01,2021/22,20.73442997321614,20.73442997321614,4.5,1,0,0.0
earthquake,VGB,British Virgin Islands,2022,4,2022-04-01,2021/22,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2022,5,2022-05-01,2021/22,491.2210851854316,649.000642083424,5.5,4,0,0.0
earthquake,VGB,British Virgin Islands,2022,6,2022-06-01,2022/23,171.58252937427574,233.0343896837166,5.1,2,0,0.0
earthquake,VGB,British Virgin Islands,2022,7,2022-07-01,2022/23,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2022,8,2022-08-01,2022/23,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2022,9,2022-09-01,2022/23,82.813958291234,82.813958291234,5.2,1,0,0.0
earthquake,VGB,British Virgin Islands,2022,10,2022-10-01,2022/23,24.69475385786292,67.689250041574,4.7,3,0,0.0
earthquake,VGB,British Virgin Islands,2022,11,2022-11-01,2022/23,74.6108719749957,104.29842927535844,5.0,2,0,0.0
earthquake,VGB,British Virgin Islands,2022,12,2022-12-01,2022/23,58.0484452643408,234.0248984910232,5.2,6,0,0.0
earthquake,VGB,British Virgin Islands,2023,1,2023-01-01,2022/23,195.65397779972108,374.9251877040898,6.1,2,0,0.0
earthquake,VGB,British Virgin Islands,2023,2,2023-02-01,2022/23,106.54950996626096,206.97640032740375,4.6,4,0,0.0
earthquake,VGB,British Virgin Islands,2023,3,2023-03-01,2022/23,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2023,4,2023-04-01,2022/23,77.90862113369344,151.99638772743668,5.2,3,0,0.0
earthquake,VGB,British Virgin Islands,2023,5,2023-05-01,2022/23,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2023,6,2023-06-01,2023/24,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2023,7,2023-07-01,2023/24,287.43504811101286,287.43504811101286,6.6,1,0,0.0
earthquake,VGB,British Virgin Islands,2023,8,2023-08-01,2023/24,76.57416584342937,76.57416584342937,4.5,1,0,0.0
earthquake,VGB,British Virgin Islands,2023,9,2023-09-01,2023/24,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2023,10,2023-10-01,2023/24,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2023,11,2023-11-01,2023/24,94.8712855219912,94.8712855219912,4.9,1,0,0.0
earthquake,VGB,British Virgin Islands,2023,12,2023-12-01,2023/24,654.5602362205304,871.3034252544555,5.7,7,1,849374.0
earthquake,VGB,British Virgin Islands,2024,1,2024-01-01,2023/24,132.5984753398915,304.36567113362344,4.6,3,0,0.0
earthquake,VGB,British Virgin Islands,2024,2,2024-02-01,2023/24,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2024,3,2024-03-01,2023/24,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2024,4,2024-04-01,2023/24,204.50612765413496,204.50612765413496,4.9,1,0,0.0
earthquake,VGB,British Virgin Islands,2024,5,2024-05-01,2023/24,133.52494912139926,166.16597780468,5.6,2,0,0.0
earthquake,VGB,British Virgin Islands,2024,6,2024-06-01,2024/25,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2024,7,2024-07-01,2024/25,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2024,8,2024-08-01,2024/25,39.19383215351407,39.19383215351407,4.8,1,0,0.0
earthquake,VGB,British Virgin Islands,2024,9,2024-09-01,2024/25,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2024,10,2024-10-01,2024/25,0.0,0.0,,0,0,0.0
earthquake,VGB,British Virgin Islands,2024,11,2024-11-01,2024/25,105.22090158165732,206.37322948534137,5.0,3,0,0.0
earthquake,VGB,British Virgin Islands,2024,12,2024-12-01,2024/25,108.1854934952244,108.1854934952244,4.65,1,0,0.0
earthquake,CYM,Cayman Islands,2007,1,2007-01-01,2006/07,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2007,2,2007-02-01,2006/07,621.1501635133271,621.1501635133271,6.2,1,0,0.0
earthquake,CYM,Cayman Islands,2007,3,2007-03-01,2006/07,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2007,4,2007-04-01,2006/07,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2007,5,2007-05-01,2006/07,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2007,6,2007-06-01,2007/08,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2007,7,2007-07-01,2007/08,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2007,8,2007-08-01,2007/08,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2007,9,2007-09-01,2007/08,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2007,10,2007-10-01,2007/08,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2007,11,2007-11-01,2007/08,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2007,12,2007-12-01,2007/08,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2008,1,2008-01-01,2007/08,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2008,2,2008-02-01,2007/08,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2008,3,2008-03-01,2007/08,138.23750496701055,203.6243384164244,5.6,2,0,0.0
earthquake,CYM,Cayman Islands,2008,4,2008-04-01,2007/08,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2008,5,2008-05-01,2007/08,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2008,6,2008-06-01,2008/09,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2008,7,2008-07-01,2008/09,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2008,8,2008-08-01,2008/09,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2008,9,2008-09-01,2008/09,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2008,10,2008-10-01,2008/09,159.17525878610107,159.17525878610107,4.9,1,0,0.0
earthquake,CYM,Cayman Islands,2008,11,2008-11-01,2008/09,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2008,12,2008-12-01,2008/09,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2009,1,2009-01-01,2008/09,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2009,2,2009-02-01,2008/09,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2009,3,2009-03-01,2008/09,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2009,4,2009-04-01,2008/09,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2009,5,2009-05-01,2008/09,18.20493220546164,18.20493220546164,4.6,1,0,0.0
earthquake,CYM,Cayman Islands,2009,6,2009-06-01,2009/10,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2009,7,2009-07-01,2009/10,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2009,8,2009-08-01,2009/10,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2009,9,2009-09-01,2009/10,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2009,10,2009-10-01,2009/10,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2009,11,2009-11-01,2009/10,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2009,12,2009-12-01,2009/10,28.606387236423405,28.606387236423405,4.8,1,0,0.0
earthquake,CYM,Cayman Islands,2010,1,2010-01-01,2009/10,701.6198685428242,701.6198685428242,5.9,1,0,0.0
earthquake,CYM,Cayman Islands,2010,2,2010-02-01,2009/10,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2010,3,2010-03-01,2009/10,155.42174033561415,260.6819528172691,5.6,4,0,0.0
earthquake,CYM,Cayman Islands,2010,4,2010-04-01,2009/10,153.93959337574418,435.05959380043424,5.1,4,0,0.0
earthquake,CYM,Cayman Islands,2010,5,2010-05-01,2009/10,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2010,6,2010-06-01,2010/11,44.2038243445945,44.2038243445945,4.8,1,0,0.0
earthquake,CYM,Cayman Islands,2010,7,2010-07-01,2010/11,19.765416376752476,19.765416376752476,4.7,1,0,0.0
earthquake,CYM,Cayman Islands,2010,8,2010-08-01,2010/11,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2010,9,2010-09-01,2010/11,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2010,10,2010-10-01,2010/11,32.219046271848974,32.219046271848974,5.1,1,0,0.0
earthquake,CYM,Cayman Islands,2010,11,2010-11-01,2010/11,151.67229203046094,151.67229203046094,4.6,1,0,0.0
earthquake,CYM,Cayman Islands,2010,12,2010-12-01,2010/11,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2011,1,2011-01-01,2010/11,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2011,2,2011-02-01,2010/11,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2011,3,2011-03-01,2010/11,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2011,4,2011-04-01,2010/11,71.34538186141481,100.09693335069832,5.8,2,0,0.0
earthquake,CYM,Cayman Islands,2011,5,2011-05-01,2010/11,51.24489212347522,67.71054999799387,4.7,2,0,0.0
earthquake,CYM,Cayman Islands,2011,6,2011-06-01,2011/12,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2011,7,2011-07-01,2011/12,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2011,8,2011-08-01,2011/12,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2011,9,2011-09-01,2011/12,146.51887914222442,146.51887914222442,5.2,1,0,0.0
earthquake,CYM,Cayman Islands,2011,10,2011-10-01,2011/12,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2011,11,2011-11-01,2011/12,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2011,12,2011-12-01,2011/12,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2012,1,2012-01-01,2011/12,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2012,2,2012-02-01,2011/12,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2012,3,2012-03-01,2011/12,38.74039199454735,38.74039199454735,4.8,1,0,0.0
earthquake,CYM,Cayman Islands,2012,4,2012-04-01,2011/12,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2012,5,2012-05-01,2011/12,24.02287224896463,24.02287224896463,4.8,1,0,0.0
earthquake,CYM,Cayman Islands,2012,6,2012-06-01,2012/13,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2012,7,2012-07-01,2012/13,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2012,8,2012-08-01,2012/13,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2012,9,2012-09-01,2012/13,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2012,10,2012-10-01,2012/13,206.9442790971485,206.9442790971485,5.4,1,0,0.0
earthquake,CYM,Cayman Islands,2012,11,2012-11-01,2012/13,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2012,12,2012-12-01,2012/13,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2013,1,2013-01-01,2012/13,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2013,2,2013-02-01,2012/13,29.47075391642424,29.47075391642424,4.7,1,0,0.0
earthquake,CYM,Cayman Islands,2013,3,2013-03-01,2012/13,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2013,4,2013-04-01,2012/13,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2013,5,2013-05-01,2012/13,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2013,6,2013-06-01,2013/14,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2013,7,2013-07-01,2013/14,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2013,8,2013-08-01,2013/14,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2013,9,2013-09-01,2013/14,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2013,10,2013-10-01,2013/14,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2013,11,2013-11-01,2013/14,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2013,12,2013-12-01,2013/14,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2014,1,2014-01-01,2013/14,38.15601547316989,38.15601547316989,5.0,1,0,0.0
earthquake,CYM,Cayman Islands,2014,2,2014-02-01,2013/14,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2014,3,2014-03-01,2013/14,27.265716435037607,27.265716435037607,4.7,1,0,0.0
earthquake,CYM,Cayman Islands,2014,4,2014-04-01,2013/14,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2014,5,2014-05-01,2013/14,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2014,6,2014-06-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2014,7,2014-07-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2014,8,2014-08-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2014,9,2014-09-01,2014/15,317.2742205311385,632.5478505107233,5.2,2,0,0.0
earthquake,CYM,Cayman Islands,2014,10,2014-10-01,2014/15,92.45027935002508,92.45027935002508,4.6,1,0,0.0
earthquake,CYM,Cayman Islands,2014,11,2014-11-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2014,12,2014-12-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2015,1,2015-01-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2015,2,2015-02-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2015,3,2015-03-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2015,4,2015-04-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2015,5,2015-05-01,2014/15,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2015,6,2015-06-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2015,7,2015-07-01,2015/16,84.87458073668469,84.87458073668469,4.9,1,0,0.0
earthquake,CYM,Cayman Islands,2015,8,2015-08-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2015,9,2015-09-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2015,10,2015-10-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2015,11,2015-11-01,2015/16,332.66439608733646,332.66439608733646,5.8,1,0,0.0
earthquake,CYM,Cayman Islands,2015,12,2015-12-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2016,1,2016-01-01,2015/16,55.79983040452269,299.4116998580375,5.4,9,0,0.0
earthquake,CYM,Cayman Islands,2016,2,2016-02-01,2015/16,19.449202641596884,19.449202641596884,4.5,1,0,0.0
earthquake,CYM,Cayman Islands,2016,3,2016-03-01,2015/16,14.904883190033964,14.904883190033964,4.5,1,0,0.0
earthquake,CYM,Cayman Islands,2016,4,2016-04-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2016,5,2016-05-01,2015/16,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2016,6,2016-06-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2016,7,2016-07-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2016,8,2016-08-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2016,9,2016-09-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2016,10,2016-10-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2016,11,2016-11-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2016,12,2016-12-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2017,1,2017-01-01,2016/17,138.73003848502717,138.73003848502717,5.8,1,0,0.0
earthquake,CYM,Cayman Islands,2017,2,2017-02-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2017,3,2017-03-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2017,4,2017-04-01,2016/17,20.938264021685463,20.938264021685463,4.7,1,0,0.0
earthquake,CYM,Cayman Islands,2017,5,2017-05-01,2016/17,0.0,0.0,,0,0,0.0
earthquake,CYM,Cayman Islands,2017,6,2017-06-01,2017/18,21.76129251161142,21.76129251161142,4.6,1,0,0.0
