hazard,iso3,country,year,month,plot_date,policy_year,monthly_total_mm_pop,monthly_max_1d_mm_pop,monthly_max_3d_mm_pop,monthly_max_5d_mm_pop,monthly_p95_daily_mm_pop,monthly_p99_daily_mm_pop,population_weight_year,n_days_observed,monthly_mean_daily_mm_pop,monthly_n_days_above_20mm_pop,monthly_n_days_above_50mm_pop,has_payout,payout_amount_usd
rain,GTM,Guatemala,2009,1,2009-01-01,2008/09,23.6224257645448,17.016694163763123,19.349205534785355,20.598069894064515,1.5287178383699491,12.565122660993255,2015,31,0.7620137343401548,0,0,0,0.0
rain,GTM,Guatemala,2009,2,2009-02-01,2008/09,15.152924823223724,1.9568533050218817,4.22936437848405,5.59825755324346,1.4369233763020075,1.8270843504208016,2015,28,0.5411758865437044,0,0,0,0.0
rain,GTM,Guatemala,2009,3,2009-03-01,2008/09,13.205328385719612,2.9699761735187606,3.323301543497238,3.914639269661923,1.641622629313067,2.5726228400418023,2015,31,0.4259783350232133,0,0,0,0.0
rain,GTM,Guatemala,2009,4,2009-04-01,2008/09,32.83512926447982,16.081528779697756,21.826321787913496,24.923510090614805,5.450020080446975,13.093963198742538,2015,30,1.094504308815994,0,0,0,0.0
rain,GTM,Guatemala,2009,5,2009-05-01,2008/09,218.9083447764201,20.650716930441416,47.11906311430401,60.547960132154415,18.108943913144863,19.97111093642014,2015,31,7.061559508916778,1,0,0,0.0
rain,GTM,Guatemala,2009,6,2009-06-01,2009/10,270.49246852646286,21.57571290860521,48.82567314520449,73.05615711761683,18.19622531251726,20.688478055909314,2015,30,9.016415617548764,1,0,0,0.0
rain,GTM,Guatemala,2009,7,2009-07-01,2009/10,165.81505822154887,15.839388602371844,44.98395561726083,62.60307761808269,14.517199809644602,15.570713255870276,2015,31,5.348872845856415,0,0,0,0.0
rain,GTM,Guatemala,2009,8,2009-08-01,2009/10,173.56980825838815,18.91924618457428,37.207960853126906,52.37800497865132,13.44449381664047,17.353471791663793,2015,31,5.59902607285123,0,0,0,0.0
rain,GTM,Guatemala,2009,9,2009-09-01,2009/10,190.74196159971285,15.06340698162451,38.41349531526426,50.567405388865495,13.754976247913064,14.87299468246458,2015,30,6.358065386657095,0,0,0,0.0
rain,GTM,Guatemala,2009,10,2009-10-01,2009/10,118.90060996369397,18.496688902402,34.45613099429524,41.11866467512784,12.368050072977038,17.158965562833675,2015,31,3.835503547215934,0,0,0,0.0
rain,GTM,Guatemala,2009,11,2009-11-01,2009/10,103.89814705050829,30.3477418949988,57.73877804619427,71.68412989805675,18.40651444426908,28.3385058100807,2015,30,3.4632715683502755,2,0,0,0.0
rain,GTM,Guatemala,2009,12,2009-12-01,2009/10,35.88551872962473,18.299405550527045,34.19454929102826,34.677143737592246,7.947571870250607,17.039458239279497,2015,31,1.157597378374991,0,0,0,0.0
rain,GTM,Guatemala,2010,1,2010-01-01,2009/10,15.805693772149372,7.023085897346288,8.710231006515276,9.351435681012084,1.7105910451922115,5.627201673334102,2015,31,0.5098610894241733,0,0,0,0.0
rain,GTM,Guatemala,2010,2,2010-02-01,2009/10,13.55435494171973,2.8538155400461824,8.725615482210268,9.595773151595358,1.794615236586618,2.681526385842339,2015,28,0.4840841050614189,0,0,0,0.0
rain,GTM,Guatemala,2010,3,2010-03-01,2009/10,15.756823237329064,3.577728816289921,4.986879839644608,5.8042327103343005,2.301460381639476,3.4703697203803947,2015,31,0.508284620559002,0,0,0,0.0
rain,GTM,Guatemala,2010,4,2010-04-01,2009/10,99.8140367401926,20.2808758291644,37.973777931883184,40.61730029415428,13.258596397779344,18.688788833508887,2015,30,3.32713455800642,1,0,0,0.0
rain,GTM,Guatemala,2010,5,2010-05-01,2009/10,386.39513315559606,62.73135122205548,129.60763442097365,201.42437469369256,41.35542440890226,57.79278626995189,2015,31,12.464359134051486,7,1,0,0.0
rain,GTM,Guatemala,2010,6,2010-06-01,2010/11,321.8699444784955,30.03716305693588,62.41081348881494,142.78859832653572,21.93213711105699,27.8401391199944,2015,30,10.728998149283182,4,0,0,0.0
rain,GTM,Guatemala,2010,7,2010-07-01,2010/11,326.91710300483595,27.698434054765958,53.0288269356617,71.24965785020034,18.44140370214695,25.48693111565802,2015,31,10.545713000156,2,0,0,0.0
rain,GTM,Guatemala,2010,8,2010-08-01,2010/11,423.122942308445,30.570187654985947,70.17641486006549,102.50007001810036,21.56643590425255,27.940695209967863,2015,31,13.649127171240162,4,0,0,0.0
rain,GTM,Guatemala,2010,9,2010-09-01,2010/11,411.57606537762746,34.524905378220375,70.98051383617884,121.4702323884802,29.33563568977368,33.60590895593011,2015,30,13.719202179254248,4,0,0,0.0
rain,GTM,Guatemala,2010,10,2010-10-01,2010/11,75.82766793349614,12.637230420626532,41.217028904844106,91.3101324321556,10.028023782136472,11.884848409640863,2015,31,2.446053804306328,0,0,0,0.0
rain,GTM,Guatemala,2010,11,2010-11-01,2010/11,40.38447342085044,15.353148327556246,27.414071337674116,28.481403783561536,7.670992072750879,13.943793968638069,2015,30,1.346149114028348,0,0,0,0.0
rain,GTM,Guatemala,2010,12,2010-12-01,2010/11,16.11307035873974,5.171210700548232,9.865590962834649,12.210874946527682,2.420477406760784,4.446572832653901,2015,31,0.5197764631851529,0,0,0,0.0
rain,GTM,Guatemala,2011,1,2011-01-01,2010/11,22.419322445601782,4.403994622828204,8.947030412043363,10.568365932685168,3.54016092420326,4.170950830035159,2015,31,0.723203949858122,0,0,0,0.0
rain,GTM,Guatemala,2011,2,2011-02-01,2010/11,15.326648379576238,2.114035480591739,4.73498202624905,6.358469744478644,1.862105019673076,2.110401850064477,2015,28,0.54738029927058,0,0,0,0.0
rain,GTM,Guatemala,2011,3,2011-03-01,2010/11,31.34333289701669,13.821544625915267,15.55289078831894,17.873035340399895,3.4989283367148074,11.093037107520177,2015,31,1.011075254742474,0,0,0,0.0
rain,GTM,Guatemala,2011,4,2011-04-01,2010/11,71.24796748278766,13.005784011890006,26.190097094773336,32.561339593421515,9.8522842900186,12.413042827062686,2015,30,2.3749322494262555,0,0,0,0.0
rain,GTM,Guatemala,2011,5,2011-05-01,2010/11,158.40613933030104,17.14689684684184,38.8997755095283,58.813547585767445,14.318821186387172,16.993986147327767,2015,31,5.109875462267776,0,0,0,0.0
rain,GTM,Guatemala,2011,6,2011-06-01,2011/12,304.4632865746076,28.73936068396391,65.7791498143101,95.33007578613496,25.26445127878039,27.79598384123268,2015,30,10.148776219153586,4,0,0,0.0
rain,GTM,Guatemala,2011,7,2011-07-01,2011/12,351.6677690655342,24.859375067356712,72.84510445947362,106.83690164967584,21.934765821730508,24.03499068721154,2015,31,11.344121582759168,4,0,0,0.0
rain,GTM,Guatemala,2011,8,2011-08-01,2011/12,332.83031281274145,30.486423398652136,57.00760974580912,89.00192711270029,26.264829830758917,29.92322405381007,2015,31,10.736461703636822,3,0,0,0.0
rain,GTM,Guatemala,2011,9,2011-09-01,2011/12,351.3043367164828,29.67204101840608,59.21527261074924,96.08384125603824,26.0529108450742,29.06553157542485,2015,30,11.710144557216092,5,0,0,0.0
rain,GTM,Guatemala,2011,10,2011-10-01,2011/12,375.288183796827,74.02903815206885,125.33054021967166,159.47730219174187,41.31287995502949,66.31088910437037,2015,31,12.106070445058936,6,1,0,0.0
rain,GTM,Guatemala,2011,11,2011-11-01,2011/12,41.17619754714753,10.415402668701631,24.935800392696137,27.1588837230012,7.306836902680629,9.635643882739146,2015,30,1.372539918238251,0,0,0,0.0
rain,GTM,Guatemala,2011,12,2011-12-01,2011/12,18.970509388503764,8.073849562040404,10.160509808796627,10.684967848484288,1.4640643293842364,6.1107491818579645,2015,31,0.611951915758186,0,0,0,0.0
rain,GTM,Guatemala,2012,1,2012-01-01,2011/12,27.31608450624286,10.647537763698937,13.683190418817876,22.666225624044458,5.578483391903156,10.139244079213162,2015,31,0.8811640163304149,0,0,0,0.0
rain,GTM,Guatemala,2012,2,2012-02-01,2011/12,25.304064475330147,10.293114642723166,24.596531979133477,28.488095831770124,3.16888535628841,8.434688823119856,2015,29,0.8725539474251774,0,0,0,0.0
rain,GTM,Guatemala,2012,3,2012-03-01,2011/12,33.66899441459149,6.138770295060812,11.57753133910974,15.491977793725624,4.626816183224086,5.823896309059864,2015,31,1.0860965940190803,0,0,0,0.0
rain,GTM,Guatemala,2012,4,2012-04-01,2011/12,70.84835255392579,12.098561015723918,25.57774160134786,32.235323829092835,6.80672161730039,10.739140347095883,2015,30,2.3616117517975264,0,0,0,0.0
