hazard,iso3,country,year,month,plot_date,policy_year,hazard_index,monthly_total_mm_pop,has_payout,payout_amount_usd
rain,TTO,Trinidad and Tobago,2022,7,2022-07-01,2022/23,284.1290438374792,284.1290438374792,0,0.0
rain,TTO,Trinidad and Tobago,2022,8,2022-08-01,2022/23,432.7083436895491,432.7083436895491,0,0.0
rain,TTO,Trinidad and Tobago,2022,9,2022-09-01,2022/23,252.85352984154372,252.85352984154372,0,0.0
rain,TTO,Trinidad and Tobago,2022,10,2022-10-01,2022/23,442.475719183178,442.475719183178,1,5842714.0
rain,TTO,Trinidad and Tobago,2022,11,2022-11-01,2022/23,339.1491274365624,339.1491274365624,1,1400000.0
rain,TTO,Trinidad and Tobago,2022,12,2022-12-01,2022/23,75.35376002639184,75.35376002639184,0,0.0
rain,TTO,Trinidad and Tobago,2023,1,2023-01-01,2022/23,99.28222399539553,99.28222399539553,0,0.0
rain,TTO,Trinidad and Tobago,2023,2,2023-02-01,2022/23,70.84408976996998,70.84408976996998,0,0.0
rain,TTO,Trinidad and Tobago,2023,3,2023-03-01,2022/23,22.752134256481398,22.752134256481398,0,0.0
rain,TTO,Trinidad and Tobago,2023,4,2023-04-01,2022/23,101.08283090088057,101.08283090088057,0,0.0
rain,TTO,Trinidad and Tobago,2023,5,2023-05-01,2022/23,72.25693174278832,72.25693174278832,0,0.0
rain,TTO,Trinidad and Tobago,2023,6,2023-06-01,2023/24,224.9277657358609,224.9277657358609,0,0.0
rain,TTO,Trinidad and Tobago,2023,7,2023-07-01,2023/24,220.3778829118361,220.3778829118361,0,0.0
rain,TTO,Trinidad and Tobago,2023,8,2023-08-01,2023/24,177.34072947288055,177.34072947288055,0,0.0
rain,TTO,Trinidad and Tobago,2023,9,2023-09-01,2023/24,108.63629723935206,108.63629723935206,0,0.0
rain,TTO,Trinidad and Tobago,2023,10,2023-10-01,2023/24,113.28774460485,113.28774460485,0,0.0
rain,TTO,Trinidad and Tobago,2023,11,2023-11-01,2023/24,197.31322832116948,197.31322832116948,0,0.0
rain,TTO,Trinidad and Tobago,2023,12,2023-12-01,2023/24,79.5508437612637,79.5508437612637,0,0.0
rain,TTO,Trinidad and Tobago,2024,1,2024-01-01,2023/24,59.91841189483241,59.91841189483241,0,0.0
rain,TTO,Trinidad and Tobago,2024,2,2024-02-01,2023/24,27.42433633487903,27.42433633487903,0,0.0
rain,TTO,Trinidad and Tobago,2024,3,2024-03-01,2023/24,42.70113203081465,42.70113203081465,0,0.0
rain,TTO,Trinidad and Tobago,2024,4,2024-04-01,2023/24,45.99327933011837,45.99327933011837,0,0.0
rain,TTO,Trinidad and Tobago,2024,5,2024-05-01,2023/24,94.7947716223382,94.7947716223382,0,0.0
rain,TTO,Trinidad and Tobago,2024,6,2024-06-01,2024/25,225.66572542533504,225.66572542533504,0,0.0
rain,TTO,Trinidad and Tobago,2024,7,2024-07-01,2024/25,187.3513531926807,187.3513531926807,0,0.0
rain,TTO,Trinidad and Tobago,2024,8,2024-08-01,2024/25,229.26240513144208,229.26240513144208,0,0.0
rain,TTO,Trinidad and Tobago,2024,9,2024-09-01,2024/25,232.09153224926604,232.09153224926604,0,0.0
rain,TTO,Trinidad and Tobago,2024,10,2024-10-01,2024/25,166.44801592904736,166.44801592904736,0,0.0
rain,TTO,Trinidad and Tobago,2024,11,2024-11-01,2024/25,247.0504229564255,247.0504229564255,0,0.0
rain,TTO,Trinidad and Tobago,2024,12,2024-12-01,2024/25,131.67166220565304,131.67166220565304,0,0.0
