iso3,country,year,month,year_month,date,monthly_total_mm_pop,monthly_mean_daily_mm_pop,monthly_max_1d_mm_pop,monthly_max_3d_mm_pop,monthly_max_5d_mm_pop,monthly_p95_daily_mm_pop,monthly_p99_daily_mm_pop,monthly_n_days_above_20mm_pop,monthly_n_days_above_50mm_pop,n_days_observed
AIA,Anguilla,2007,1,2007-01,2007-01-01,88.85947229515182,2.866434590166188,18.092481120260633,33.53177509246593,33.53177509246593,13.438645401909495,17.386431069244885,0,0,31
AIA,Anguilla,2007,2,2007-02,2007-02-01,91.74629610626127,3.2766534323664738,20.867227879434335,39.70021043309238,39.70021043309238,15.920184461036587,20.317981641474738,1,0,28
AIA,Anguilla,2007,3,2007-03,2007-03-01,110.1555748758809,3.5534056411574486,70.17144874483611,110.1555748758809,110.1555748758809,19.992063065522395,55.11763304104196,1,1,31
AIA,Anguilla,2007,4,2007-04,2007-04-01,84.28976802888366,2.809658934296122,61.37761280776186,84.28976802888366,84.28976802888366,12.601685371616927,50.22263010763628,2,1,30
AIA,Anguilla,2007,5,2007-05,2007-05-01,94.51007551946947,3.048712113531273,62.25732746251856,62.25732746251856,93.38599119377784,16.126374028475453,52.91872834314076,2,1,31
AIA,Anguilla,2007,6,2007-06,2007-06-01,70.73105640569668,2.357701880189889,58.44607720047922,120.70340466299778,120.70340466299778,6.7567385628695655,45.05935878185335,1,1,30
AIA,Anguilla,2007,7,2007-07,2007-07-01,106.11189225287438,3.4229642662217543,42.675556125457334,56.02755113882053,90.10402058710098,28.013775569410264,41.87879312973426,2,0,31
AIA,Anguilla,2007,8,2007-08,2007-08-01,72.3953101016666,2.3353325839247288,38.855533104446,40.14249437842486,40.14249437842486,16.126407861620873,32.2484848011914,1,0,31
AIA,Anguilla,2007,9,2007-09,2007-09-01,107.89589206634423,3.5965297355448076,34.83523291845786,38.39750879334828,49.21995217885352,19.117197563786974,30.6137603894064,2,0,30
AIA,Anguilla,2007,10,2007-10,2007-10-01,275.51423235345175,8.88755588236941,84.80214041926355,179.8109643076076,179.8109643076076,57.22126024433458,80.56203365092402,5,2,31
AIA,Anguilla,2007,11,2007-11,2007-11-01,92.9489785668394,3.098299285561313,20.77654071215316,29.920314653379698,29.920314653379698,13.032316605785741,18.54805947298266,1,0,30
AIA,Anguilla,2007,12,2007-12,2007-12-01,182.5748984345761,5.889512852728262,31.36183700087356,73.02342105880335,94.08276104296785,20.905227832040296,29.93101973064761,2,0,31
