SID,NAME,SEASON,country,iso_a3,year,month,year_month,first_hit_time,last_hit_time,n_track_points,max_wind_kt,max_wind_mps
2009245N17303,ERIKA,2009,Montserrat,MSR,2009,9,2009-09,2009-09-02 21:00:00+00:00,2009-09-03 03:00:00+00:00,2,38.0,19.548872
2011233N15301,IRENE,2011,Montserrat,MSR,2011,8,2011-08,2011-08-21 12:00:00+00:00,2011-08-21 12:00:00+00:00,1,45.0,23.14998
2015237N14315,ERIKA,2015,Montserrat,MSR,2015,8,2015-08,2015-08-27 12:00:00+00:00,2015-08-27 12:00:00+00:00,1,45.0,23.14998
2020233N14313,LAURA,2020,Montserrat,MSR,2020,8,2020-08,2020-08-21 21:00:00+00:00,2020-08-21 21:00:00+00:00,1,40.0,20.57776
2022257N16312,FIONA,2022,Montserrat,MSR,2022,9,2022-09,2022-09-17 03:00:00+00:00,2022-09-17 03:00:00+00:00,1,50.0,25.7222
2024225N14313,ERNESTO,2024,Montserrat,MSR,2024,8,2024-08,2024-08-13 12:00:00+00:00,2024-08-13 12:50:00+00:00,2,40.0,20.57776
