SID,NAME,SEASON,country,iso_a3,year,month,year_month,first_hit_time,last_hit_time,n_track_points,max_wind_kt,max_wind_mps
2017170N08310,BRET,2017,Trinidad and Tobago,TTO,2017,6,2017-06,2017-06-20 02:00:00+00:00,2017-06-20 06:00:00+00:00,3,45.0,23.14998
2020203N09323,GONZALO,2020,Trinidad and Tobago,TTO,2020,7,2020-07,2020-07-25 15:00:00+00:00,2020-07-25 18:00:00+00:00,3,31.0,15.947764000000001
2022179N08310,BONNIE,2022,Trinidad and Tobago,TTO,2022,6,2022-06,2022-06-29 00:00:00+00:00,2022-06-29 00:00:00+00:00,1,35.0,18.00554
