SID,NAME,SEASON,country,iso_a3,year,month,year_month,first_hit_time,last_hit_time,n_track_points,max_wind_kt,max_wind_mps
2007345N18298,OLGA,2007,Sint Maarten,SXM,2007,12,2007-12,2007-12-10 18:00:00+00:00,2007-12-10 18:00:00+00:00,1,35.0,18.00554
2011250N12324,MARIA,2011,Sint Maarten,SXM,2011,9,2011-09,2011-09-11 00:00:00+00:00,2011-09-11 00:00:00+00:00,1,45.0,23.14998
2012287N15297,RAFAEL,2012,Sint Maarten,SXM,2012,10,2012-10,2012-10-14 00:00:00+00:00,2012-10-14 00:00:00+00:00,1,45.0,23.14998
2014285N16305,GONZALO,2014,Sint Maarten,SXM,2014,10,2014-10,2014-10-13 21:00:00+00:00,2014-10-14 00:00:00+00:00,4,80.0,41.15552
2017242N16333,IRMA,2017,Sint Maarten,SXM,2017,9,2017-09,2017-09-06 09:00:00+00:00,2017-09-06 12:00:00+00:00,3,155.0,79.73882
2023266N16323,PHILIPPE,2023,Sint Maarten,SXM,2023,10,2023-10,2023-10-03 06:00:00+00:00,2023-10-03 09:00:00+00:00,2,45.0,23.14998
