SID,NAME,SEASON,ISO_TIME,year,month,year_month,country,iso_a3,best_wind_kt,best_wind_mps,LAT,LON
2017170N08310,BRET,2017,2017-06-20 02:00:00+00:00,2017,6,2017-06,Trinidad and Tobago,TTO,45.0,23.14998,10.1,-61.1
2017170N08310,BRET,2017,2017-06-20 03:00:00+00:00,2017,6,2017-06,Trinidad and Tobago,TTO,45.0,23.14998,10.2,-61.4
2017170N08310,BRET,2017,2017-06-20 06:00:00+00:00,2017,6,2017-06,Trinidad and Tobago,TTO,45.0,23.14998,10.4,-62.1
2020203N09323,GONZALO,2020,2020-07-25 15:00:00+00:00,2020,7,2020-07,Trinidad and Tobago,TTO,31.0,15.947764000000001,10.5,-60.8
2020203N09323,GONZALO,2020,2020-07-25 15:30:00+00:00,2020,7,2020-07,Trinidad and Tobago,TTO,30.0,15.43332,10.5,-61.0
2020203N09323,GONZALO,2020,2020-07-25 18:00:00+00:00,2020,7,2020-07,Trinidad and Tobago,TTO,30.0,15.43332,10.8,-62.1
2022179N08310,BONNIE,2022,2022-06-29 00:00:00+00:00,2022,6,2022-06,Trinidad and Tobago,TTO,35.0,18.00554,10.7,-61.6
