SID,NAME,SEASON,ISO_TIME,year,month,year_month,country,iso_a3,best_wind_kt,best_wind_mps,LAT,LON
2007345N18298,OLGA,2007,2007-12-11 18:00:00+00:00,2007,12,2007-12,Dominican Republic,DOM,50.0,25.7222,18.5,-68.4
2007345N18298,OLGA,2007,2007-12-11 21:00:00+00:00,2007,12,2007-12,Dominican Republic,DOM,50.0,25.7222,18.8,-69.1
2007345N18298,OLGA,2007,2007-12-12 00:00:00+00:00,2007,12,2007-12,Dominican Republic,DOM,50.0,25.7222,19.0,-70.0
2007345N18298,OLGA,2007,2007-12-12 03:00:00+00:00,2007,12,2007-12,Dominican Republic,DOM,45.0,23.14998,19.1,-70.9
2007345N18298,OLGA,2007,2007-12-12 06:00:00+00:00,2007,12,2007-12,Dominican Republic,DOM,40.0,20.57776,19.1,-71.9
2008229N18293,FAY,2008,2008-08-15 14:30:00+00:00,2008,8,2008-08,Dominican Republic,DOM,35.0,18.00554,18.5,-68.4
2008229N18293,FAY,2008,2008-08-15 15:00:00+00:00,2008,8,2008-08,Dominican Republic,DOM,35.0,18.00554,18.5,-68.5
2008229N18293,FAY,2008,2008-08-15 18:00:00+00:00,2008,8,2008-08,Dominican Republic,DOM,35.0,18.00554,18.5,-68.8
2008229N18293,FAY,2008,2008-08-15 21:00:00+00:00,2008,8,2008-08,Dominican Republic,DOM,38.0,19.548872,18.5,-69.4
2008229N18293,FAY,2008,2008-08-16 00:00:00+00:00,2008,8,2008-08,Dominican Republic,DOM,40.0,20.57776,18.6,-70.2
2008229N18293,FAY,2008,2008-08-16 03:00:00+00:00,2008,8,2008-08,Dominican Republic,DOM,40.0,20.57776,18.6,-70.8
2008229N18293,FAY,2008,2008-08-16 06:00:00+00:00,2008,8,2008-08,Dominican Republic,DOM,40.0,20.57776,18.7,-71.4
2008229N18293,FAY,2008,2008-08-16 09:00:00+00:00,2008,8,2008-08,Dominican Republic,DOM,40.0,20.57776,18.8,-72.0
2009279N15311,HENRI,2009,2009-10-11 06:00:00+00:00,2009,10,2009-10,Dominican Republic,DOM,20.0,10.28888,20.1,-70.5
2009279N15311,HENRI,2009,2009-10-11 09:00:00+00:00,2009,10,2009-10,Dominican Republic,DOM,20.0,10.28888,20.1,-71.1
2009279N15311,HENRI,2009,2009-10-11 12:00:00+00:00,2009,10,2009-10,Dominican Republic,DOM,20.0,10.28888,20.2,-71.7
2012234N16315,ISAAC,2012,2012-08-25 00:00:00+00:00,2012,8,2012-08,Dominican Republic,DOM,55.0,28.294420000000002,17.3,-71.8
2013248N16294,GABRIELLE,2013,2013-09-05 18:00:00+00:00,2013,9,2013-09,Dominican Republic,DOM,25.0,12.8611,17.9,-68.4
2013248N16294,GABRIELLE,2013,2013-09-05 21:00:00+00:00,2013,9,2013-09,Dominican Republic,DOM,25.0,12.8611,18.3,-68.4
2013248N16294,GABRIELLE,2013,2013-09-06 00:00:00+00:00,2013,9,2013-09,Dominican Republic,DOM,25.0,12.8611,18.8,-68.4
