SID,NAME,SEASON,ISO_TIME,year,month,year_month,country,iso_a3,best_wind_kt,best_wind_mps,LAT,LON
2007297N18300,NOEL,2007,2007-11-01 12:00:00+00:00,2007,11,2007-11,Bahamas,BHS,50.0,25.7222,23.9,-78.0
2007297N18300,NOEL,2007,2007-11-01 13:15:00+00:00,2007,11,2007-11,Bahamas,BHS,50.0,25.7222,24.1,-77.9
2007297N18300,NOEL,2007,2007-11-01 15:00:00+00:00,2007,11,2007-11,Bahamas,BHS,52.0,26.751088,24.3,-77.9
2007297N18300,NOEL,2007,2007-11-01 17:45:00+00:00,2007,11,2007-11,Bahamas,BHS,55.0,28.294420000000002,25.0,-77.4
2007297N18300,NOEL,2007,2007-11-01 18:00:00+00:00,2007,11,2007-11,Bahamas,BHS,55.0,28.294420000000002,25.1,-77.3
2007297N18300,NOEL,2007,2007-11-01 21:00:00+00:00,2007,11,2007-11,Bahamas,BHS,63.0,32.409972,25.9,-76.7
2008241N19303,HANNA,2008,2008-09-01 18:00:00+00:00,2008,9,2008-09,Bahamas,BHS,70.0,36.01108,22.3,-72.4
2008241N19303,HANNA,2008,2008-09-02 03:00:00+00:00,2008,9,2008-09,Bahamas,BHS,70.0,36.01108,21.6,-72.5
2008241N19303,HANNA,2008,2008-09-02 06:00:00+00:00,2008,9,2008-09,Bahamas,BHS,65.0,33.43886,21.4,-72.7
2008241N19303,HANNA,2008,2008-09-02 09:00:00+00:00,2008,9,2008-09,Bahamas,BHS,63.0,32.409972,21.2,-72.9
2008241N19303,HANNA,2008,2008-09-02 12:00:00+00:00,2008,9,2008-09,Bahamas,BHS,60.0,30.86664,21.0,-73.0
2008241N19303,HANNA,2008,2008-09-02 15:00:00+00:00,2008,9,2008-09,Bahamas,BHS,58.0,29.837752000000002,20.8,-73.0
2008241N19303,HANNA,2008,2008-09-05 06:00:00+00:00,2008,9,2008-09,Bahamas,BHS,55.0,28.294420000000002,27.2,-77.3
2008245N17323,IKE,2008,2008-09-07 12:00:00+00:00,2008,9,2008-09,Bahamas,BHS,110.0,56.588840000000005,21.0,-72.8
2008245N17323,IKE,2008,2008-09-07 13:00:00+00:00,2008,9,2008-09,Bahamas,BHS,110.0,56.588840000000005,21.0,-73.2
2008245N17323,IKE,2008,2008-09-07 15:00:00+00:00,2008,9,2008-09,Bahamas,BHS,108.0,55.559952,21.0,-73.7
2008245N17323,IKE,2008,2008-09-07 18:00:00+00:00,2008,9,2008-09,Bahamas,BHS,105.0,54.01662,21.0,-74.0
2010203N22286,BONNIE,2010,2010-07-22 06:00:00+00:00,2010,7,2010-07,Bahamas,BHS,30.0,15.43332,21.5,-73.8
