SID,NAME,SEASON,ISO_TIME,year,month,year_month,country,iso_a3,best_wind_kt,best_wind_mps,LAT,LON
2007244N12303,FELIX,2007,2007-09-05 18:00:00+00:00,2007,9,2007-09,Belize,BLZ,20.0,10.28888,16.1,-88.3
2007244N12303,FELIX,2007,2007-09-05 21:00:00+00:00,2007,9,2007-09,Belize,BLZ,20.0,10.28888,16.3,-88.9
2007244N12303,FELIX,2007,2007-09-06 00:00:00+00:00,2007,9,2007-09,Belize,BLZ,20.0,10.28888,16.5,-89.5
2008152N18273,ARTHUR,2008,2008-05-31 00:00:00+00:00,2008,5,2008-05,Belize,BLZ,35.0,18.00554,17.5,-87.5
2008152N18273,ARTHUR,2008,2008-05-31 03:00:00+00:00,2008,5,2008-05,Belize,BLZ,38.0,19.548872,17.7,-87.8
2008152N18273,ARTHUR,2008,2008-05-31 06:00:00+00:00,2008,5,2008-05,Belize,BLZ,40.0,20.57776,17.8,-88.0
2008152N18273,ARTHUR,2008,2008-05-31 09:00:00+00:00,2008,5,2008-05,Belize,BLZ,40.0,20.57776,17.9,-88.2
2008152N18273,ARTHUR,2008,2008-05-31 12:00:00+00:00,2008,5,2008-05,Belize,BLZ,35.0,18.00554,18.0,-88.4
2008152N18273,ARTHUR,2008,2008-05-31 15:00:00+00:00,2008,5,2008-05,Belize,BLZ,35.0,18.00554,18.1,-88.6
2008152N18273,ARTHUR,2008,2008-05-31 18:00:00+00:00,2008,5,2008-05,Belize,BLZ,35.0,18.00554,18.2,-88.8
2008152N18273,ARTHUR,2008,2008-05-31 21:00:00+00:00,2008,5,2008-05,Belize,BLZ,35.0,18.00554,18.3,-89.0
2008152N18273,ARTHUR,2008,2008-06-01 00:00:00+00:00,2008,6,2008-06,Belize,BLZ,35.0,18.00554,18.3,-89.2
2010176N16278,ALEX,2010,2010-06-26 21:00:00+00:00,2010,6,2010-06,Belize,BLZ,55.0,28.294420000000002,17.3,-87.7
