SID,NAME,SEASON,country,iso_a3,year,month,year_month,first_hit_time,last_hit_time,n_track_points,max_wind_kt,max_wind_mps
2011214N15299,EMILY,2011,Dominica,DMA,2011,8,2011-08,2011-08-02 00:00:00+00:00,2011-08-02 00:00:00+00:00,1,40.0,20.57776
2012234N16315,ISAAC,2012,Dominica,DMA,2012,8,2012-08,2012-08-22 21:00:00+00:00,2012-08-22 21:00:00+00:00,1,45.0,23.14998
2014210N10323,BERTHA,2014,Dominica,DMA,2014,8,2014-08,2014-08-01 21:00:00+00:00,2014-08-01 21:00:00+00:00,1,45.0,23.14998
2015229N10331,DANNY,2015,Dominica,DMA,2015,8,2015-08,2015-08-24 12:00:00+00:00,2015-08-24 12:00:00+00:00,1,30.0,15.43332
2017260N12310,MARIA,2017,Dominica,DMA,2017,9,2017-09,2017-09-19 00:00:00+00:00,2017-09-19 06:00:00+00:00,4,145.0,74.59438
2018186N10325,BERYL,2018,Dominica,DMA,2018,7,2018-07,2018-07-09 00:00:00+00:00,2018-07-09 00:00:00+00:00,1,35.0,18.00554
2018251N13325,ISAAC,2018,Dominica,DMA,2018,9,2018-09,2018-09-13 15:00:00+00:00,2018-09-13 15:00:00+00:00,1,38.0,19.548872
2020211N13306,ISAIAS,2020,Dominica,DMA,2020,7,2020-07,2020-07-29 09:00:00+00:00,2020-07-29 09:00:00+00:00,1,40.0,20.57776
2021222N14301,FRED,2021,Dominica,DMA,2021,8,2021-08,2021-08-10 06:00:00+00:00,2021-08-10 06:00:00+00:00,1,30.0,15.43332
