iso3,country,year,month,year_month,date,n_eq_nearby,monthly_max_mag_nearby,monthly_sum_shake_proxy,monthly_max_shake_proxy,monthly_min_dist_km
BLZ,Belize,2007,1,2007-01,2007-01-01,7,5.4,292.8593951156214,95.01033061338245,295.9995358953082
BLZ,Belize,2007,2,2007-02,2007-02-01,5,5.0,186.28855006552448,55.70915289208543,313.2575335117082
BLZ,Belize,2007,3,2007-03,2007-03-01,6,5.6,360.69231589812557,127.07910577267101,90.22718824744673
BLZ,Belize,2007,4,2007-04,2007-04-01,5,4.8,174.87591850672334,74.6644968627844,173.56235126906842
BLZ,Belize,2007,5,2007-05,2007-05-01,3,4.6,101.54552548713475,43.87142657696642,302.93649619127393
BLZ,Belize,2007,6,2007-06,2007-06-01,8,6.7,994.9112136968805,475.4876611872521,285.8642210530574
BLZ,Belize,2007,7,2007-07,2007-07-01,9,5.5,475.4256063751006,154.10035636532896,243.32799828265
BLZ,Belize,2007,8,2007-08,2007-08-01,14,5.2,516.9581213522728,96.52677673021428,214.30260578221822
BLZ,Belize,2007,9,2007-09,2007-09-01,10,5.3,497.230699725332,141.2913803288608,215.24281370114022
BLZ,Belize,2007,10,2007-10,2007-10-01,15,5.2,509.8175210453264,70.93691853264559,229.85679155810132
BLZ,Belize,2007,11,2007-11,2007-11-01,7,5.7,267.4338277319022,91.59613449291518,293.8664341707756
BLZ,Belize,2007,12,2007-12,2007-12-01,9,4.7,353.6884590423868,73.99896991967222,198.3789081566897
BLZ,Belize,2008,1,2008-01,2008-01-01,11,5.6,591.1883393913315,126.02685876107614,207.67063542199162
BLZ,Belize,2008,2,2008-02,2008-02-01,3,4.8,130.212894268293,60.63313835639825,261.24667747151744
BLZ,Belize,2008,3,2008-03,2008-03-01,4,5.7,205.83639889259803,96.33455126517744,375.88224362556207
BLZ,Belize,2008,4,2008-04,2008-04-01,13,6.1,840.3664890419959,240.7577042058067,29.675651169675543
BLZ,Belize,2008,5,2008-05,2008-05-01,4,5.7,407.5106788684137,136.79643762128194,161.2575457775509
BLZ,Belize,2008,6,2008-06,2008-06-01,12,5.5,465.79409143842736,69.26519399665946,303.70404071801175
BLZ,Belize,2008,7,2008-07,2008-07-01,4,4.9,140.4629622032048,42.96647986867198,313.4917740378047
BLZ,Belize,2008,8,2008-08,2008-08-01,12,5.1,454.0800308339289,78.58456349153681,209.37993632519382
BLZ,Belize,2008,9,2008-09,2008-09-01,8,5.2,443.1953692341675,96.97686210084666,236.39806349571157
BLZ,Belize,2008,10,2008-10,2008-10-01,7,6.7,548.3808020129817,322.24075624018866,384.785795163423
BLZ,Belize,2008,11,2008-11,2008-11-01,8,5.8,442.57055683337995,154.97559347968965,241.33059660273597
BLZ,Belize,2008,12,2008-12,2008-12-01,2,4.7,80.5501469557542,44.15067900936024,278.64163054088806
BLZ,Belize,2009,1,2009-01,2009-01-01,10,5.8,544.1530462786577,112.08455064933997,275.0978680923544
BLZ,Belize,2009,2,2009-02,2009-02-01,5,4.7,176.54564806843422,55.22016725218852,279.94934664100765
BLZ,Belize,2009,3,2009-03,2009-03-01,9,5.4,431.4355807649506,107.10459877510363,257.2742132052461
BLZ,Belize,2009,4,2009-04,2009-04-01,9,5.2,498.37992418368503,133.6585424409562,214.4519239146334
BLZ,Belize,2009,5,2009-05,2009-05-01,13,7.3,2631.068931658052,1429.1105353826003,84.61281674224043
BLZ,Belize,2009,6,2009-06,2009-06-01,11,5.4,1186.7035408622762,202.60602530736585,89.03988023897143
BLZ,Belize,2009,7,2009-07,2009-07-01,2,5.0,74.9870862489895,54.29846905199261,352.39334003939393
BLZ,Belize,2009,8,2009-08,2009-08-01,6,5.2,178.57534227911555,36.868420136513045,314.6922194948615
BLZ,Belize,2009,9,2009-09,2009-09-01,2,4.7,56.64839594540828,39.21600092938232,348.3980236102383
BLZ,Belize,2009,10,2009-10,2009-10-01,9,4.8,427.18174024434467,145.7417692806345,62.82187234764107
BLZ,Belize,2009,11,2009-11,2009-11-01,6,5.9,410.733799903148,216.13013123830228,207.9818375066607
BLZ,Belize,2009,12,2009-12,2009-12-01,9,5.1,385.1589961679509,73.36400828546309,299.32237621177563
BLZ,Belize,2010,1,2010-01,2010-01-01,8,5.9,784.2385685669445,269.0007272557175,55.37558079675569
BLZ,Belize,2010,2,2010-02,2010-02-01,10,5.6,799.6021801202321,203.54905574828075,217.53440769985605
BLZ,Belize,2010,3,2010-03,2010-03-01,11,5.2,458.89999417788215,126.11338182825189,229.9079767361514
BLZ,Belize,2010,4,2010-04,2010-04-01,8,5.6,392.36127255192827,112.16616803302497,252.62796260425435
BLZ,Belize,2010,5,2010-05,2010-05-01,2,5.0,80.09417811464263,41.761525390305216,335.81989961662316
BLZ,Belize,2010,6,2010-06,2010-06-01,1,4.6,28.099756545310075,28.099756545310075,392.036960290421
BLZ,Belize,2010,7,2010-07,2010-07-01,6,5.1,278.4111350203691,65.3997200191802,274.5065643953559
BLZ,Belize,2010,8,2010-08,2010-08-01,5,5.5,344.5677934374327,125.33039402007824,255.9693443982935
BLZ,Belize,2010,9,2010-09,2010-09-01,7,5.1,242.24849975292312,41.19876269484495,317.8977701262783
BLZ,Belize,2010,10,2010-10,2010-10-01,7,5.0,321.82516827651915,64.95430897171252,280.01577442636125
BLZ,Belize,2010,11,2010-11,2010-11-01,7,5.0,281.8466409947175,77.43280459953124,235.35874006923356
BLZ,Belize,2010,12,2010-12,2010-12-01,4,5.7,259.2185991721466,133.2147015746497,300.4864720624276
BLZ,Belize,2011,1,2011-01,2011-01-01,8,5.1,271.235112297134,49.44252554228982,300.44712771972024
BLZ,Belize,2011,2,2011-02,2011-02-01,5,5.7,229.33398226963024,86.46288419256749,298.59283482783565
BLZ,Belize,2011,3,2011-03,2011-03-01,14,5.6,629.4741467475427,90.45999929439101,153.6384073395029
BLZ,Belize,2011,4,2011-04,2011-04-01,8,5.8,402.25056351327555,137.9278240913751,249.80384491946697
BLZ,Belize,2011,5,2011-05,2011-05-01,4,5.4,165.81527301057181,50.0201600784048,323.4735283581411
BLZ,Belize,2011,6,2011-06,2011-06-01,5,5.5,278.7649110535432,100.75578966893487,325.5960119816713
BLZ,Belize,2011,7,2011-07,2011-07-01,10,5.7,468.6925145163818,86.82750571071564,281.53370591962897
BLZ,Belize,2011,8,2011-08,2011-08-01,4,5.0,247.20682043515464,107.35049594154694,216.0727176629892
BLZ,Belize,2011,9,2011-09,2011-09-01,8,5.6,696.411362369617,203.8653684024594,219.1254916795017
BLZ,Belize,2011,10,2011-10,2011-10-01,3,5.0,149.54195710699975,76.49660420844793,168.71402176428117
BLZ,Belize,2011,11,2011-11,2011-11-01,9,5.8,500.81309111051826,135.23049678997992,229.67898679256362
BLZ,Belize,2011,12,2011-12,2011-12-01,17,5.1,676.5274115651262,70.93519321479589,229.8616559893938
BLZ,Belize,2012,1,2012-01,2012-01-01,11,6.2,498.13360851130705,142.07892692757008,224.4063818428343
BLZ,Belize,2012,2,2012-02,2012-02-01,10,5.6,450.98579469052646,71.09569603748538,197.91974568700155
BLZ,Belize,2012,3,2012-03,2012-03-01,7,5.5,263.61027113699504,63.55560692164514,239.21137849836384
BLZ,Belize,2012,4,2012-04,2012-04-01,7,5.2,584.8630732706766,371.2009929176649,13.995513198020042
BLZ,Belize,2012,5,2012-05,2012-05-01,9,6.0,345.0289877776156,108.64649799038516,228.34619580278672
BLZ,Belize,2012,6,2012-06,2012-06-01,8,5.7,529.0367583683517,202.51030900964705,250.31534421852498
BLZ,Belize,2012,7,2012-07,2012-07-01,7,5.9,480.18443586589046,125.36183978410598,214.4466741971931
BLZ,Belize,2012,8,2012-08,2012-08-01,29,7.3,1613.294373927686,515.6320684571103,150.70292207757674
BLZ,Belize,2012,9,2012-09,2012-09-01,17,5.5,578.6129298432577,77.53994357586684,263.30683662310184
BLZ,Belize,2012,10,2012-10,2012-10-01,14,5.5,717.83827965505,132.5607685184411,198.04343036501803
BLZ,Belize,2012,11,2012-11,2012-11-01,57,7.4,2868.218567301927,793.1925026490078,305.66403878418384
BLZ,Belize,2012,12,2012-12,2012-12-01,21,5.4,927.6440011383538,95.88023823901574,274.62115817737316
BLZ,Belize,2013,1,2013-01,2013-01-01,10,5.3,358.22653305059964,71.61877450515762,273.99524489632944
BLZ,Belize,2013,2,2013-02,2013-02-01,7,4.7,173.27425980626057,31.67413086578557,374.20647554446737
BLZ,Belize,2013,3,2013-03,2013-03-01,8,6.2,710.1834090844819,436.16437005178364,211.9989240891708
BLZ,Belize,2013,4,2013-04,2013-04-01,15,5.4,898.8295324957071,207.4959257764322,167.9544353887023
BLZ,Belize,2013,5,2013-05,2013-05-01,5,5.8,348.5527420617956,127.29281243445212,176.06259750570803
