country,year,lat,lon,pop_count,pop_share
Trinidad and Tobago,2021,10.074996948242188,-61.87500762939453,1364.359858157484,0.0010039520307177047
Trinidad and Tobago,2021,10.074996948242188,-61.62500762939453,4186.760749101639,0.0030807905488117885
Trinidad and Tobago,2021,10.074996948242188,-61.57500457763672,3026.059304118374,0.002226698744673252
Trinidad and Tobago,2021,10.074996948242188,-61.525001525878906,68.6053489596159,5.048263403111127e-05
Trinidad and Tobago,2021,10.074996948242188,-61.475006103515625,330.39252758040743,0.00024311639412072058
Trinidad and Tobago,2021,10.074996948242188,-61.37500762939453,191.1560101211071,0.00014066044482146278
Trinidad and Tobago,2021,10.074996948242188,-61.32500457763672,699.2294981482842,0.0005145217886663025
Trinidad and Tobago,2021,10.124996185302734,-61.775001525878906,1532.2516312601638,0.0011274936942600922
Trinidad and Tobago,2021,10.124996185302734,-61.725006103515625,2571.462138772011,0.0018921874758322471
Trinidad and Tobago,2021,10.124996185302734,-61.67500305175781,1712.8243417742449,0.0012603665124750992
Trinidad and Tobago,2021,10.124996185302734,-61.62500762939453,1162.2704524993896,0.0008552463443227895
Trinidad and Tobago,2021,10.124996185302734,-61.57500457763672,4993.209834754477,0.0036742089144803486
Trinidad and Tobago,2021,10.124996185302734,-61.525001525878906,9685.382012844086,0.007126901954740138
Trinidad and Tobago,2021,10.124996185302734,-61.475006103515625,6741.131107032299,0.004960401190180854
Trinidad and Tobago,2021,10.124996185302734,-61.42500305175781,9678.987797260284,0.007122196828243032
Trinidad and Tobago,2021,10.124996185302734,-61.37500762939453,1426.7782660722733,0.0010498820593722016
Trinidad and Tobago,2021,10.124996185302734,-61.32500457763672,967.3379273414803,0.0007118069846002728
Trinidad and Tobago,2021,10.124996185302734,-61.275001525878906,3183.6384213753045,0.0023426519324066144
Trinidad and Tobago,2021,10.124996185302734,-61.225006103515625,140.91036570072174,0.00010368763559597841
Trinidad and Tobago,2021,10.124996185302734,-61.17500305175781,55.97701454182614,4.1190186802090774e-05
Trinidad and Tobago,2021,10.124996185302734,-61.12500762939453,99.51548248598166,7.322758004957464e-05
Trinidad and Tobago,2021,10.124996185302734,-61.07500457763672,808.8062973022461,0.0005951528988330368
Trinidad and Tobago,2021,10.174999237060547,-61.67500305175781,20596.00971553102,0.015155390020425397
Trinidad and Tobago,2021,10.174999237060547,-61.62500762939453,4503.279967308044,0.003313698391987882
Trinidad and Tobago,2021,10.174999237060547,-61.57500457763672,6069.627321243286,0.004466281119624153
Trinidad and Tobago,2021,10.174999237060547,-61.525001525878906,16097.697556257248,0.01184534714566371
Trinidad and Tobago,2021,10.174999237060547,-61.475006103515625,20636.91383934021,0.015185488955041095
Trinidad and Tobago,2021,10.174999237060547,-61.42500305175781,16820.8202085495,0.012377450498665598
Trinidad and Tobago,2021,10.174999237060547,-61.37500762939453,11728.917417168617,0.00863061925245202
Trinidad and Tobago,2021,10.174999237060547,-61.32500457763672,5035.784543037415,0.003705537133778439
