country,year,lat,lon,pop_count,pop_share
Trinidad and Tobago,2022,10.074996948242188,-61.87500762939453,1370.8407865785148,0.001003402625155552
Trinidad and Tobago,2022,10.074996948242188,-61.62500762939453,4208.528347492218,0.003080480558544707
Trinidad and Tobago,2022,10.074996948242188,-61.57500457763672,3041.7673066260604,0.0022264564422530128
Trinidad and Tobago,2022,10.074996948242188,-61.525001525878906,68.93864890565612,5.046043418306943e-05
Trinidad and Tobago,2022,10.074996948242188,-61.475006103515625,331.83774662032823,0.00024289244188276096
Trinidad and Tobago,2022,10.074996948242188,-61.37500762939453,192.02523550391197,0.00014055507195817062
Trinidad and Tobago,2022,10.074996948242188,-61.32500457763672,702.3850269320837,0.0005141187706069468
Trinidad and Tobago,2022,10.124996185302734,-61.775001525878906,1540.8611540796837,0.001127850981777901
Trinidad and Tobago,2022,10.124996185302734,-61.725006103515625,2584.5022382736206,0.0018917560346863958
Trinidad and Tobago,2022,10.124996185302734,-61.67500305175781,1721.2834937575071,0.001259913181153573
Trinidad and Tobago,2022,10.124996185302734,-61.62500762939453,1167.508395075798,0.0008545711507709831
Trinidad and Tobago,2022,10.124996185302734,-61.57500457763672,5016.3717557788,0.0036717908000589855
Trinidad and Tobago,2022,10.124996185302734,-61.525001525878906,9733.093290567398,0.007124249186526417
Trinidad and Tobago,2022,10.124996185302734,-61.475006103515625,6776.825040817261,0.004960374758871721
Trinidad and Tobago,2022,10.124996185302734,-61.42500305175781,9727.626593589783,0.007120247775018987
Trinidad and Tobago,2022,10.124996185302734,-61.37500762939453,1433.4564930200577,0.001049234909133787
Trinidad and Tobago,2022,10.124996185302734,-61.32500457763672,971.1425118446541,0.0007108388919600266
Trinidad and Tobago,2022,10.124996185302734,-61.275001525878906,3196.9363568127155,0.0023400342069537466
Trinidad and Tobago,2022,10.124996185302734,-61.225006103515625,141.40321493148804,0.0001035017038133359
Trinidad and Tobago,2022,10.124996185302734,-61.17500305175781,56.179757476053226,4.1121417369533026e-05
Trinidad and Tobago,2022,10.124996185302734,-61.12500762939453,99.79884314605924,7.304890705081716e-05
Trinidad and Tobago,2022,10.124996185302734,-61.07500457763672,812.2296800613403,0.0005945208234115555
Trinidad and Tobago,2022,10.174999237060547,-61.67500305175781,20695.041482036933,0.015147972801865247
Trinidad and Tobago,2022,10.174999237060547,-61.62500762939453,4525.449253559113,0.003312454448020153
Trinidad and Tobago,2022,10.174999237060547,-61.57500457763672,6100.492105484009,0.004465325115297612
Trinidad and Tobago,2022,10.174999237060547,-61.525001525878906,16179.055520534515,0.011842445118926253
Trinidad and Tobago,2022,10.174999237060547,-61.475006103515625,20741.279039382935,0.015181816911900486
Trinidad and Tobago,2022,10.174999237060547,-61.42500305175781,16904.680002212524,0.012373574274785484
Trinidad and Tobago,2022,10.174999237060547,-61.37500762939453,11787.836230516434,0.008628241831150442
Trinidad and Tobago,2022,10.174999237060547,-61.32500457763672,5058.446396827698,0.003702587815798729
Trinidad and Tobago,2022,10.174999237060547,-61.275001525878906,282.6185929775238,0.00020686591826553724
Trinidad and Tobago,2022,10.174999237060547,-61.225006103515625,22.778213441371918,1.667277439305823e-05
Trinidad and Tobago,2022,10.174999237060547,-61.17500305175781,8.773502111736114,6.421865425157151e-06
Trinidad and Tobago,2022,10.174999237060547,-61.12500762939453,4.160757064819336,3.0455138206781922e-06
Trinidad and Tobago,2022,10.174999237060547,-61.07500457763672,71.63140296937675,5.2431426382082765e-05
Trinidad and Tobago,2022,10.174999237060547,-61.025001525878906,2524.505216241031,0.0018478405267744434
Trinidad and Tobago,2022,10.224998474121094,-61.62500762939453,10883.475206136703,0.007966284414333377
Trinidad and Tobago,2022,10.224998474121094,-61.57500457763672,9570.015585899353,0.007004882591535711
Trinidad and Tobago,2022,10.224998474121094,-61.525001525878906,8129.7479797604,0.005950662210091322
Trinidad and Tobago,2022,10.224998474121094,-61.475006103515625,21240.11587715149,0.015546946252551742
Trinidad and Tobago,2022,10.224998474121094,-61.42500305175781,12279.752115130424,0.008988305300818095
Trinidad and Tobago,2022,10.224998474121094,-61.37500762939453,10408.177612304688,0.007618384893068406
Trinidad and Tobago,2022,10.224998474121094,-61.32500457763672,8333.454432487488,0.006099767482876243
Trinidad and Tobago,2022,10.224998474121094,-61.275001525878906,561.266983807087,0.00041082580156577054
Trinidad and Tobago,2022,10.224998474121094,-61.225006103515625,49.42764103412628,3.6179128352808166e-05
Trinidad and Tobago,2022,10.224998474121094,-61.17500305175781,108.36462742122016,7.931873102480668e-05
Trinidad and Tobago,2022,10.224998474121094,-61.12500762939453,10.011167884261496,7.327789072436968e-06
Trinidad and Tobago,2022,10.224998474121094,-61.07500457763672,41.85832208396917,3.063867859409922e-05
Trinidad and Tobago,2022,10.224998474121094,-61.025001525878906,1465.7283443808556,0.0010728566606100294
Trinidad and Tobago,2022,10.27499771118164,-61.42500305175781,36387.919157505035,0.026634554474935263
Trinidad and Tobago,2022,10.27499771118164,-61.37500762939453,23357.751499176025,0.017096973916643738
